identifier	lemma	context	indices_target_token
1970-2015_fag_4887	fag	Departementet har utarbeidet: utkast til nye laereplaner for alle fag i grunnskolen nye laereplaner for videregående opplaering ny forskrift for eksamen i fag-/svenneprøve, vurdering, dokumentasjon, klage over karakterer og prøvebedømmelse i videregående opplaering ny rammeplan for førskolelaererutdanning	66:69
1929-1965_fag_553	fag	Far dyrket dem alle sammen, og Sarsene ble på en måte hans familie også — åndelig og kulturelt følte han seg i slekt med dem. Onkel Ernst og onkel Ossian var hans beste venner så lenge de levde. Far og Ernst var jo i hovedsaken politisk enige og hadde begge både glede og utbytte av samvaeret, og far var en av de ytterst få som kunne snakke fag med Ossian. Sin svigermor forgudet han — hennes frisinn og hennes uvilje mot vanetenkning og byråkratisme passet jo som bestilt til hans innstilling, og hos henne fant han en kjaerlighet og et hjem som han hadde savnet siden barneårene på Frøen og moren døde. Det falt helt selvfølgelig for ham å kalle fru Sars mor, og det gjorde han også i et brev han skrev til henne fra Kjøllefjord da han skulle ut i isen med «Fram»: «Fram, Kjøllefjord, Finmarken 16. juli 1893.	342:345
1970-2015_fag_12912	fag	Voksne kan få vekslet arbeidserfaringer inn i formell kompetanse, ved å få godkjent og dokumentert realkompetansen i ett eller flere fag innenfor et utdanningsprogram.	133:136
1929-1965_fag_565	fag	Heimstadlaeren som det sentrale fag gir stoff til samtale og skriftlig arbeid. Tegning, klipping og forming m. m. gir den nødvendige manuelle arbeidsøving.	32:35
1929-1965_fag_938	fag	Som nevnt ovenfor under kapitel 11, oppnevnte Kirke- og undervisningsdepartementet, som etter loven av 1907 førte tilsyn med disse skolene, den 2. juli 1914 en komité som fikk som oppgave å utrede spørsmålet om offentlig kontroll med undervisningen i de fag som loven av 1907 krevde opplaering i. Komitéens innstilling ble avgitt 20. september 1915.	254:257
1970-2015_fag_7573	fag	studieenheter innen samme fag skal til vanlig bygge på hverandre •	26:29
1970-2015_fag_15205	fag	I elektro innst. fag innst. fag Tilp. vidg.	17:20
1970-2015_fag_5825	fag	- Lege faga har dominert undervisninga og krevd meir arbeid av elevar og laerarar enn dei munnlege faga. Karakterane i skriftlege fag har 6g i einskilde tilfelle hatt større vekt enn i munnlege fag ved inntak til universitet og høgskolar.	130:133
1929-1965_fag_864	fag	Ved prøven i støttefag »fiskeribiologi« støter man her på den vanskelighet at N.T.H. vil mangle kom- petente eksaminatorer i dette fag. Da dette støttefag på den fiskeri-teknologiske linje vil ligge naer opp til faggrupper for den marinbiologiske linje vil komiteen anbefale overfor N.T.H. at eksamensprøven i støttefag fiskeribiologi avlegges ved Universitetene i Oslo eller Bergen. C.	131:134
1970-2015_fag_16376	fag	Telex: 40 642 nhh n. Telefax: (05)25 83 83. Ansvarsbiblioteket for økonomiske fag. Opprettet: 1936. Leder: Hovedbibliotekar John Egill Steen.	78:81
1929-1965_fag_1041	fag	For at man kan få et begrep om, hvordan den flotteste gard i bygden var utstyrt med hus, hitsettes en beskrivelse fra 1806, da gården blev taksert for assuranse: 1. En stuelån på gårdens nordside, bestående av dagligstue med 5 fag vinduer, innvendig malt gul, blå og hvit; ved siden herav et sengkammer, rødmalt med 2 fag, derved et annet vaerelse med 1 fag, blå vannfarve, der kaltes folkenes stue. Forstue med trapp for opgangen til overvaerelsene, et lite vindu med 6 store ruter. Pa forstuens østside en stue, innvendig blå hvit, 2 fag. Ved den nordre side et spiskammer, 1 fag. Mellem sistnevnte og folkestuen et kjøkken, 1 fag. I dagligstuen en toetasjes jernovn, i sengkamret 1 do. mindre, i folkestuen en enkelt, : : blåstuen en 3-etasjes.	227:230
1970-2015_fag_14068	fag	Tallene forteller imidlertid ikke om søkerne ble tatt inn på grunnlag av deleksamen fra gymnas/den videregående skolen, utradisjonelt ervervet kompetanse eller en kombinasjon av disse. Inntaksreglementene for andre regionale høgskoler har variert fra høgskole til høgskole fram til i dag. I den seinere tid er det imidlertid fra sentralt hold fastsatt inntaksvilkår for en rekke utdanninger etter tilnaermet samme hovedmodell som for allmennlaererutdanningen: Alle som blir tatt opp må ha 3 års videregående skole eller likeverdig grunnlag, og dokumentere kunnskaper på nivå med studieretning for allmenne fag i videregående skole i følgende 4 fag: Norsk (hoved- og sidemål), ett fremmedspråk, matematikk, naturfag eller samfunnsfag.	606:609
1970-2015_fag_14575	fag	De som vil følge denne utdanningsvei skal gjennomgå en rekke allmenndannende fag og vil i tilfelle bruke lenger tid for å skaffe seg en fagutdannelse. 8.07 Bedriftsopplaering av ungdom. 230.	77:80
1970-2015_fag_17634	fag	De organisasjoner som er representative for de fag det her gjelder, må i løpet av 3 år etter lovens iverksettelse, ha truffet de nødvendige tiltak for at de respektive fag etter denne tid fortsatt skal vaere underlagt loven.	47:50
2012-2019_fane_125	fane	Under en slik fane kan ikke pressen oppfylle sin primaerfunksjon som samfunnets vaktbikkje.	14:18
1980-1990_fane_6	fane	"Ved langvarig utslipp har vi i prinsipp for oss en sammenhengende fane (""plume"") ut fra reaktoren."	66:70
1980-1990_fane_5	fane	Han ble så begeistret for den iver og musikkglede guttene viste, at han efter konserten eftergav hele resten av lånet! Gleden var Glassverkets homorkester spiller for familien Berg i haven, ca. 1895. Høvik Glasverks Guttemusikkorps, stiftet 18. august 1918, med sine dirigenter Frithjof Andersen og Ragnvald Nilsen. naturligvis stor. Hele vinteren ble det øvet iherdig, og da det i Oslo om sommeren 1919 kom på tale med en tur til Stockholm, ble Høvik Glasverks Guttemusikkorps invitert med. Ved denne anledning skjenket glassverket korpset fane og uniformer tegnet av glassmagasinets tegner, Johan Bothner.	541:545
2012-2019_fane_54	fane	Den fanen holdes høyt, og tross sakenes mange paradokser, er det helt nødvendig. Før Egil Olsen kom tilbake som landslagssjef i 2009 var han også involvert i utenlandske spillselskaper, dog uten å bruke dekknavn.	4:9
2012-2019_fane_35	fane	Det var under fanen Forza Italia (Heia Italia) mediemagnaten og mangemilliardaeren feide inn i det politiske liv tidlig på 1990-tallet.	14:19
2012-2019_fane_180	fane	Foto: Privat SVINDEL: Under fanen juli 2016 ser man tre uttak på 25.000 og 22.000 kroner.	28:33
1980-1990_fane_2	fane	For også å unngå det psykologiske fenomen ved at en hvit fane kan sees fra skorsteinen, har vi basert oppvarmingen på innblanding av oppvarmet uteluft.	57:61
1980-1990_fane_1	fane	Endelsen «klu med sine engelske aner, kunne man i hvert fall ikke bruke. Men A Skiklubbs fane skulle nå beholdes.	89:93
2012-2019_fane_113	fane	Som symbol på noe vi ikke ønsker i Norge, har han også blitt en slags menneskelig fane for det norske jihadistmiljøet. Krekars fortid er ikke skikkelig opplyst, men han settes i forbindelse med vold og drap og terror. At han defineres som en sikkerhetstrussel er det liten tvil om. Litt hardere i klypa	82:86
1980-1990_fane_0	fane	Han blev en ny forvirringens apostel i denne forvirringens tid i dette forvirrede folk, som foruten førerne med det brukne gevaer i sin fane av redningsmenn fra tidens kaos kun har frembrakt B. Dybwad Brochmann og - Vidkun Quisling! Hewins formelig fråtser i eksempler på hvor dypt Quisling var hatet. Han forteller at da Quisling lå død efter henrettelsen var der dem som pirket borti liket og høilydt ga uttrykk for sin avsky.	136:140
2012-2019_fane_88	fane	Hun påpeker at endel av innholdet Twitter nå ønsker å kunne putte inn i Timeline, trolig allerede vises bak en fane som heter Discover («Oppdag», «Aktivitet», «Who to follow»...).	111:115
2012-2019_fane_109	fane	Nå kan imidlertid alle få vite hvem som har søkt på seg selv ved å klikke på en fane inne i søket som viser statistikk på navn, fødselsår, postnummer og poststed til den som har sett på dine opplysninger.	80:84
1980-1990_fane_4	fane	Om de fortsatt er i behold kan de representere en betydelig verdi. På tross av all vandaliseringa av skolen, skrev skolestyrer Hofset i første melding etter krigen: «Ein ting til skal vi vera glade for: Vår nasjonale og åndelege fane har vår skule heldt rein frå første stund og til slutt.	229:233
2012-2019_fane_230	fane	Flere av fylkeslagene til FpU er kritiske til årets aksjon og oppfordrer til boikott fordi de mener aksjonen er Israel-fiendtlig. Det kan diskuteres hvorvidt budskapet til årets aksjon er direkte politisk involvert eller ikke, men når årets samarbeidspartner har en egen fane på sine nettsider med «Free Palestina», og refererer til en rekke varer som Sodastream, grønnsaker, Moroccanoil og HP-produkter som noe en skal boikotte, er det tydelig at fellesnevneren er konflikten med Israel.	271:275
2012-2019_fane_7	fane	I et slående bilde lar Richter Strand Varg Veum marsjere tungt opp en bratt bergensbakke med Skansens fane over skulderen.	102:106
1980-1990_fane_3	fane	Dette ble studert nøye og de ga faktisk inntrykk av at de trodde det var en fane. Om tyskerne sørget for transport til Trondheim følte de ikke noe ansvar for tilbakereise. Togtrafikken var innstilt og det led langt på dag. De faerreste hadde kjenninger i Trondheim.	76:80
2012-2019_fane_130	fane	Klikk på fanene i diagrammet for å se forskjellene mellom topp 5 og bunn 5 i KOSTRA-gruppe 13.	9:15
2012-2019_fane_242	fane	Videre ble det opplyst at «Libertas» var en lovlig forening som fikk holde møter og annonsere og drive offentlig agitasjon uten hindringer: «Hvad er det da for en inkonsekvent idiotisme, som kan diktere en konfiskasjon av denne gruppes lille fane ved en offentlig demonstrasjon?»	242:246
1929-1965_fil_53	fil	Fra 1888 hadde Tanks skole også tatt seg av det behov som var fil stede for kortere handelskurser om aftenen og ettermiddagen. I motsetning til aftenkurset ved Christiania Handelsgymnasium, var kursene ved Tanks skole åpne både for kvinner og menn.	62:65
1929-1965_fil_47	fil	Eiriki veitti enn seint atsoknin o: be fil fent af fit Slngreb, Flat. I, 491*; veita e-m at e-u o: en i eller meb noget: ef pu vill eigi pat, på verum allir samt ok veitumst at målum pessum Ljosv.	39:42
1970-2015_fil_242	fil	Mens man tidligere 7. Skarøks var et viktig redskapfor båtbyggeren. 2. En av tømrnermannens økser. 3, 4 og 5. Skrapere (skjøver) ble brukt til å huie ut og til dekorative ut- skjaeringer. 6. Bor eller navar til å bore hull med. 7. Vanlig øks — tømmermannens viktigste redskap. 8. Grov fil til arbeid i bein eller tre. 9. Kniv — det beste verktøyet for arbeid i tre. 10 og 11. Meisel og stemjern ble brukt til å huie ut, til å lage hullerfor nagler og tapper og mye annet. kan snakke om en tidligere husindustri, fikk man med sagen en industriell produksjon av planker og bord.	285:288
1970-2015_fil_262	fil	Ja fil NeiH 2 Vet ikke D	3:6
1929-1965_fil_32	fil	Saerlig i disse rike smedfunn er det ikke sjelden 2 eller av og til også 3 redskaper, saerlig av hammerne, tengene eller filene. Mens det i de 27 funn, hvor hammer og tang forekommer sammen, bare er 2 ganger at det er 2 hammere i ett funn, er det i disse siste 10 funn med 5, 6 eller 7 redskaper, 5 ganger at det er 2 eller 3 hammere, likesom det i de samme funn forekommer 6 ganger at det e'r 2 tenger. Også i gruppen med 3 redskaper med kombinasjonen hammer, tang og fil er det i de 13 funn 4 ganger at det er 2 hammere.	469:472
1970-2015_fil_90	fil	Representantskapet i forretningsbanker og finansieringsforetak velger flertallet av styrets medlemmer, jf. fbl. § 9 og fil. § 3-9. Tilsvarende gjelder for forsikringsselskaper med mindre selskapet har faerre enn 50 ansatte, jf. forsvl. § 5-4. Etter fbl. § 1 1 siste ledd fastsetter representantskapet retningslinjer for bankens virksomhet i form av generelle instrukser for bankens styre og administrasjon.	119:122
1929-1965_fil_61	fil	Riktig fil for for- skjellige arbeid.	7:10
1970-2015_fil_272	fil	Tanken er at man slår sammen samlinger på nasjo- B J 2 fil Uk nal nivå i en Europeana Local portal, som i seg seiv leverer resultatene videre til Europeanas fellesportal.	55:58
1929-1965_fil_17	fil	e fjes, et fjesing|en (fisk) fjeske fallert; fallitt fallrep [reip] falsett, en feid (skinn-), en fele, fela fiksjon fikte, å famil|ie; -iaer fanatjiker, -isme fanden felg (hjul-), en felle, felte, felt felle (muse-) [a] felle (reise-) en felles |bo, -skap felling (sammen-) felt, et, -er feltjen; -skjaer feltspat|en felaeger fil [-a]; file, -te Filefjell filetjen filial, filigran Filip; filipens	327:330
1970-2015_fil_165	fil	Filen med totalpopulasjonen er for stor til at det er praktisk mulig å bruke den direkte i mikrosimuleringsmodellen. Vi tar derfor et 4 prosent tilfeldig utvalg av totalpopulasjonen som er forhåndsstratifisert etter kjønn og ekteskapelig status.	0:5
1970-2015_fil_21	fil	"1987. ] I.ICI. [Tilføy i listen over termer, under gruppen gjenstander leke [Tilføy under gruppen grafisk materiale:] kunstreproduks jon [""maskinlesbar datafil"" endres til:] maskinlesbar fil 1.1C2. [Første eksempel skal vaere:]"	187:190
1970-2015_fil_240	fil	Hele settet skrives ut &gt;p Bare bibliotek a's beholdning skrives ut: &gt;p a Gitte referanser i settet kan skrives ut: &gt; p 1-10,15, 17-22 (Skriv bare tall, komma og bindestrek!) Normalt blir referansene skrevet ut på terminalen. Vha defin-kommandoen (se ?d) kan dette endres slik at referansene bare sendes til ei fil uten å skrives på terminalen. Slike 'print' filer som blir laget i løpet av en søking kan etterpå behandles videre (sendes til skriver, kopieres til brukerens egne filer) vha programmet (PE.U (dette er et sj ølforklarende program, og må kalles FØR @FIN !!!) MERK: ønskes utskrift fra et tidligere sett må dette gjøres til siste sett ved å skrive (f.eks.) &gt;$4 før bruk av p-kommandoen! Kommando TRACE TRACE-kommando (forkortet t) gir systematisk tracing, dvs all klassifikasjon og alle emneord tilknyttet alle eksemplarer av siste referanse skrevet ut vha bdata-kommandoen. Skriv -&gt;t etter bdata! Kommando NABO NABO-kommandoen (forkortet n) gir ei liste over 'nabo- termer' til et søkeord. &gt;n &lt;ord&gt; gir ei liste over 4 indeksord før og 15 indeksord etter &lt;ord&gt; i sortert rekkefølge.	319:322
1929-1965_fil_63	fil	i Bergen fra 800 til : r av foranst it, er let en forskjell på utgiftene i ,010 og i rest t. ■ &gt;sentlig fil av i n li ; ger i hø l -r i Oslo til leder, assi. a;, rr i Oslo, de 8 i de 18 2 r ' - n av : ille :	107:110
1970-2015_fil_23	fil	Arbeider som er knyttet til disse fagfeltene, og som foreligger i forbindelse med konsesjonssøknader i Rauma, er: Bilag 2. Ingeniørtekniske vurderinger vedrørende Rauma kraftverk av dr. ing. Einar Broch og fil. dr. Ragnar W. Dahl. Geologisk institutt NTH av 31.03.76. Bilag 3. Rapport utarbeidet av NGI: Nr 76403, Vurdering av snøskredfare ved Remmen, Romsdal, datert 29.04.1976.	206:209
1970-2015_fil_81	fil	Hver fil må innledes med navnet på avdelingen/instituttet (kostnadsstedet) som dataene gjelder for samt navn, adresse og telefonnummer til kontaktperson.	5:8
1929-1965_fil_44	fil	1 1 1 fil 60 fil 174.40 6 000.— Harstad folkeskole	6:9
1970-2015_fil_214	fil	En arkivinformasjonssamling er en AIP, men en arkivinformasjonssamling kan bestå av flere mindre arkivinformasjonsenheter - Archival Information Units (AIU) - som vist i figur 4. Forskjellen mellom AIU og AIC er enkel: En AIU består av et enkelt innholdsinformasjonsobjekt, for eksempel et dokument eller en fil med opplysninger om en sak, som beskrives ved hjelp av ett enkelt sett av bevaringsbeskrivende informasjon.	308:311
1970-2015_fil_171	fil	I all hovedsak vil én fil vaere lik ett betalingsoppdrag (batch).	22:25
1929-1965_fil_31	fil	Her er det bare 2 kombinasjoner som forekommer i større antall: hammer, tang og fil i 13 funn, og ambolt, hammer og tang i 8 funn, vi har også her 8 andre kombinasjoner, men bare en eller i et enkelt tilfelle 2 av hver. Kombinasjonen med 4 forskjellige redskaper forekommer ennå i 19 funn, den tallrikeste er her hammer, tang, fil og ambolt i 6 funn, 3 funn har hammer, tang, fil og saumlo og hammer, tang, fil og meisel.	80:83
1929-1965_fil_28	fil	C. 26 524 m, 19,5 cm langt som har form naermest som raspen R. 420, men har filingsrifler på alle 4 sider og også er blitt oppfattet som en fil. 4 I det kjente funn fra Grinningsdalskampen, Vågå, Opi., er det også 2 filer :	140:143
1929-1965_fil_71	fil	Om H. H.s kongsgaarde. i Maal og Minne 1913 s. 66—72, jfr. ellers om HaraldskvaeSi samme forf. i Arkiv for nord. fil. XXXI 381—82 og S. Bugge i Hist. Tidsskr.	113:116
1929-1965_fil_39	fil	Men også i loven selv finner dommeren adskillige fingerpek om hvilken interessevurdering han skal legge fil grunn, og hvilke foreteelser loven tenker sig bør bekjempes gjennem generalklausulen. Ganske visst lar det sig ikke gjøre å opløse klausulen «i sine enkelte faktorer», eller redusere den til et visst antall almindelige rettssetninger, som helt skulde uttømme dens virkefelt.	104:107
1980-1990_fjær_5	fjær	Dog også dette er mildt og godt, der er lise og fred i bølger og brott og lykke for øiet i havets blått. Livet har ting så lette som fjaer og dyp som i fred kommer døden naer. 81 Nypetornen i gjaerdet står nu så veldig i hvidt at den dekker det svarte skjaeret og havgapet milevidt. Det er kun en sommeruke, så ser jeg fra samme sten som gjennem en apen luke et brott bak hvereneste gren!	133:138
2012-2019_fjær_629	fjær	Det er jo en fjaer i hatten til oss, nå som sponsoravtaler svikter hos andre kulturinstitusjoner.	13:18
1980-1990_fjær_7	fjær	2.2.2 Dyner og 'puter. Fyllmateriale av dun og fjaer blir fremdeles mye brukt, men også kunstfibrer, først og fremst polyesterfibrer er meget vanlig.	47:52
1980-1990_fjær_1	fjær	De kan fortelle gjestene mye om vårt lands fjaerne og naere historie og om grunnlaget for dagens norske velferdssamfunn.	43:50
2012-2019_fjær_874	fjær	Ofte er det mest prestisje i første sesong, så dette er en fjaer i hatten for dem som lager seriene.	59:64
1980-1990_fjær_15	fjær	- Frem sprengte så greven av Provence, med fjaer i baretten og den vide grevekåpe langt utover den veldige hests sider. «Hill, hill greven av Provence - hill, hill Daniel Falbe!» - Greven av Provence vinket med sin behanskede hand og red statelig ut av Herbygårdens port, og ved hans side red den unge Raimund av Lusignan - ennu med den røde nellik under ansiktet.	43:48
1980-1990_fjær_11	fjær	Ved senere avbrenning av hydraulikkrøret har så ventilen stengt ved hjelp av den innebygde fjaer aktiverte returmekanismen. 2. Ventilen er blitt åpnet ved en feiltakelse fra kontrollrommet, men resatt umiddelbart etterpå.	91:96
2012-2019_fjær_417	fjær	Fjaer fra utrydningstruet fugl brukes i fiskefluer som selges over disk i Norge. Foto: Frank Lervik	0:5
2012-2019_fjær_847	fjær	Det lå ubeskyttet i flere timer, før ei stokkand gikk inn for landing og la seg til å ruge. - Jeg hadde plantet stemor til maidagene, men alt var røsket opp for å gjøre plass til egget. Sist jeg telte lå det åtte egg der, og nå har hun brukt andre planter fra verandaen og sine egne fjaer til å dekke dem til. «Fjaerballer med luft» Nå ligger anda mesteparten av dagen i fred og ro ruger, med utsikt mot friidrettsanlegget og Nidelva. Når klokka naermer seg åtte, tar hun vingene fatt for en kveldstur.	283:288
1980-1990_fjær_2	fjær	"Det er imidlertid ofte vanskelig å avgjøre kollisjonstidspunktet ettersom fjaer i snø synes å holde seg ""ferske"" over en viss tid. Undersøkelsesområdet ligger i et attraktivt utfartsterreng med relativt mange fritidsboliger."	74:79
2012-2019_fjær_1044	fjær	Det førte til at fristen 31. oktober ikke blir møtt, slik Johnson har lovet. * Torsdag kom Johnsons beskjed om at han ønsker valg 12. desember. Mistet flertallet At flertallet stemte for prinsippene rundt avtalen er en fjaer i hatten for Johnson – det er første gang et flertall har vist seg for noen brexit-avtalen – men det betyr ikke at avtalen nødvendigvis vil gå gjennom i en endelig behandling av lovgivningen rundt det – dersom Johnson går videre med å få gjennom avtalen. Årsaken er at parlamentsmedlemmer da kan se sitt snitt til å legge til endringsforslag for å endre planen, enten til en mykere brexit eller ved at den støttes under forutsetning av at den legges fram for en folkeavstemning og der blir godkjent av folket.	219:224
2012-2019_fjær_935	fjær	- Dette er en fjaer i hatten, ikke bare for oss, men for hele kultur-Norge.	14:19
2012-2019_fjær_192	fjær	- Det er en stor fjaer i hatten også for trenere å gjøre det bra her. Resultater er en ting, men måten man spiller på, slik som Norge som gjør, ved å kombinere offensiv kraft og finesse med defensiv organisering, blir lagt merke til, sier Semb. Boble Men Skullerud vil ikke høre snakk om hva som skjer etter EM. - Vi er i boblen her nede, og der skal vi vaere.	17:22
2012-2019_fjær_225	fjær	Eventuelt rullet i tjaere og fjaer. 1 Fryds Pizza Pluss:	29:34
2012-2019_fjær_59	fjær	Men for Mazda er det en fjaer i hatten å komme seg så høyt, med noen unntak er vel merket tradisjonelt ikke det vi mest forbinder med lekkert design. Ikke så fint inni heller	24:29
1980-1990_fjær_13	fjær	I 1976 var avtalen med kommunen oppfylt, og Vellet kunne sette enda en fjaer i hatten. Fra da av har opgaven bare vaert å få supplerende belysning på enkelte mørke steder, samt å varsle e-verket om utbrente lamper.	71:76
1980-1990_fjær_9	fjær	Ser vi også på gamle Baerumsjegerne i grev Wedels tid hadde stas&lt; hodeplagg, laerkask med grønn fjaer bilder av festligheter på Baerums Verk, ser vi enkelte uniformerte personer som må vaere offiserer.	99:104
1980-1990_fjær_14	fjær	- Hvem visste hvad tiden gav - en gang når Rikka Gan kom tilbake - - pauker og trommer, Rikka Torsen, - menn på hvite hester og fruer med flagrende fjaer - - fakler og blomster høit omkring Gan - og silkebetrukne vegger. - Hvad er umulig, Rikka Torsen, for den, som er sterk, den som har vilje, skjønnhet, ungdom og list? - List som en slange imellem torner.	148:153
2012-2019_fjær_343	fjær	Den eller de som utførte udåden er ennå ikke tatt. Fenerbahce vant kampen 2-1. Den mektige hjemmebanen Sükrü Saracoglu var et vilt kok. Vinner serien Seieren var en fjaer i hatten for laget på Asia-siden av Istanbul. Galatasaray vinner likevel den tyrkiske serien med klar margin.	165:170
2012-2019_fjær_237	fjær	- En fjaer i hatten Boligene er tegnet av Tag Arkitekter.	5:10
1980-1990_fjær_10	fjær	Baerumsjegerne fikk en laerkask med et smalt messingbånd til nedre kant og riflet og fliket messingskilt i fronten og en grønn, tvunnet fjaer som en «kam», langs pullen .	136:141
1980-1990_fjær_6	fjær	Jeg synes jeg er som en duvende fjaer JORDENS DRØM Vesteråsbukten	32:37
1929-1965_forhold_4129	forhold	"„Han kan aldri gå, har aldri gått frivillig fra noen maktposisjon."" Statsadvokaten nedla påstand om dødsstraff, som under hele krigen gjaldt for krigsforraederi, og som for tiltalens post 2 og 3 hadde hjemmel i provisorisk anordning av 3 / 10 1941, for post 5 i provisorisk anordning av 22 /i 1942, men her ikke kunde idømmes for forhold som lå forut for disse anordninger."	330:337
1929-1965_forhold_2998	forhold	Deretter oppfordrer han dem til å vise ham «skattens mynt», dvs. den (romerske) mynt hvori skatten skulle betales, og lar dem så seiv erklaere at den penning (denar) de rakte ham, bar keiserens bilde og navn, og dermed har de da i virkeligheten, riktignok uten seiv å forstå det, allerede besvart det framsatte spørsmål med ja. Ved å gå med den keiserlige mynt i lommen og bruke den i handel og vandel har de jo seiv allerede faktisk anerkjent keiseren som sin herre, men så får de da også oppfylle de forpliktelser som er gitt med dette av dem seiv anerkjente undersåttsforhold. Uten å innlate seg på spørsmålet om rettmessigheten av det romerske herredømme eller på andre lignende spørsmål uttaler så Jesus seiv i V. 21 b: hva som er den nødvendige konsekvens av det faktiske forhold («da» altså).	778:785
1970-2015_forhold_187467	forhold	Om utseendet på denne i forhold til den primaere inntektsfordelingen og til fordelingen av disponibel inntekt i land som er sammenliknbare med Norge har det vaert fremkastet flere ulike hypoteser.	24:31
1970-2015_forhold_104934	forhold	Relativt vide sosiale lag vil kunne oppfatte NAMITs miljøalternativer som en følbar begrensning i forhold til mulighetene i trendalternativene.	98:105
1929-1965_forhold_2167	forhold	Som en av de første skrev han i årbøkene 1909 og 1917 henholdsvis om Finnmark og Nordland som fotturdistrikter, og 1924 behandlet han skogfinnene i Nordmarken. Fra 1918 var han varamann til og 1921 — 26 medlem av Turistforeningens direksjon. Nytt land har N. fremfor alt brutt i Norges eldre kartografi, som tiltrakk sig hans opmerksomhet under studiet av lappenes forhold i eldre tid og under grenseforhandlingene mellem Norge og Finnland; fra dette område, hvor han kar foretatt omfattende forskninger, foreligger en rekke verdifulle resultater (utrykte redegjørelser for Utenriksdepartementet juli 1922; Aftenposten 1931 nr. 625; Boken om bøker 111, 1932;	365:372
1929-1965_forhold_2974	forhold	I denne salme, som den bekjente bibelfortolker Delitzsch kaller «et speil til advarsel, hentet fra historien fra Moses til David», er Israels tidligere historie, saerlig utfrielsen fra Egypt og ørkenvandringen, benyttet som en lignelse for dikterens samtidige, idet han har villet at de skal anvende de historiske kjensgjerninger han minner om, på bestemte tilstander og forhold som tilhører hans egen tid. Og denne dikterens belaerelse av folket i parabolisk og gåtefull form har da Matt. betraktet som et av Guds Ånd skapt forbilde på Jesu paraboliske laeremåte: Liksom Jesus overbodet er oppfyllelsen av den gtl. historie, så er han det også som profet i alt det som er eiendommelig for profeten, og til den profetiske forkynnelses eiendommelighet hørte bl. a. evnen tii å forkynne den guddommelige sannhet i de former som til enhver tid var formålstjenlige, og da også i tilfelle å forkynne den på en slik måte at det krevdes ettertanke for å utfinne den virkelige mening. I stedet for det i den hebraiske grunntekst benyttede uttrykk «gåtefulle ord fra fordums tid» har Matt. satt «det som har vaert skjult, fra verdens grunnvoll ble lagt», og derved har han da åpenbart tenkt på Gudsrikets «hemmeligheter», som hittil har vaert skjult (sml. til v. 11). h) Tydning av ugraslignelsen, 13, 36—4-3. V. 36: Etter å ha foredratt de i det foregående gjengitte lignelser lot Jesus folket fare og gikk inn i huset, hvor disiplene gikk til ham og bad ham tyde den om ugraset.	371:378
1970-2015_forhold_111903	forhold	Undersøkelsen påpeker til slutt tre forhold som synes å ha betydning for et velfungerende utvalg: Fordi det i stor grad er opp til likestillingsutvalgene å ta initiativ og sette likestilling på dagsordenen, er det viktig at det oppnevnes medlemmer som er interessert i likestillingsarbeid.	36:43
1970-2015_forhold_172173	forhold	O J « W 0 3 28 1968—69: 11 2 1969—70: 12 2 0 2 20 Kommunalministeren 2 2 5 4 1 10 1970—71: 7 3 1971—72: 4 3 1945—46: 3 1947: 1948: Opprettet 20/12 -48 9 3 3 10 1949: 9 Forsvarsministeren 1945—46: 15 1950: 10 9 7 1 20 1951: 7 6 7 5 16 2 0 5 2 5 0 0 0 0 0 4 5 32 1952: 11 7 1947: 13 3 1953: 15 4 1 5 10 1948: 18 1 1 5 26 1954: 9 1955: 12 1956: 16 1957: 7 1958: 16 1959: 13 4 1949: 7 4 0 1 11 4 1 3 23 1950: 7 2 0 15 7 3 4 27 1951: 11 0 0 2 18 4 1 3 13 1952: 8 1 0 1 27 8 3 5 18 1953: 9 4 0 3 15 0 1 16 3 1954: 6 2 0 3 16 1959—60: 13 1960—61: 17 1961—62: 14 1962—63: 25 1963—64: 16 1964—65: 15 1965—66: 16 1966—67: 20 1967—68: 17 1968—69: 15 1969—70: 16 1970—71: 14 1971—72: 14 8 6 6 21 1955: 12 1 0 1 21 3 7 31 1956: 13 1 0 3 14 6 5 2 6 14 1957: 14 7 0 0 10 7 3 5 26 1958: 8 4 0 0 17 2 2 10 16 6 5 29 1959: 10 2 0 0 11 9 5 29 1959—60: 8 4 0 &gt; 1 16 4 6 21 1960—61: 13 1 0 2 25 6 4 2 3 13 1961—62: 9 2 118 7 4 4 21 1962—63: 8 1 0 2 12 5 3 3 24 1963—64: 8 2 0 2 7 8 6 4 35 1964—65: 5 0 0 1 13 7 2 7 21 1965—66: 5 0 0 2 12 6 3 8 44 1966—67: 3 4 0 13 Statssekretaerordningen m. m. Bilag 3. Forholdene i andre land Utvalget har søkt å innhente opplysninger om ordninger som svarer til vår statssekretaerordning i enkelte fremmede land med et styresett som er likeartet med vårt.	1086:1096
1970-2015_forhold_40960	forhold	Når det gjelder forholdet mellom rente og sparing, gir imidlertid ikke livssyklusteorien noen større klarhet i det fundamentale spørsmål om det er substitusjons- eller inntektseffekten som dominerer.	16:25
1929-1965_forhold_12929	forhold	1 Da han fem år senere møtte Ibsen igjen i Stockholm, så han anderledes på det enn før. Da hadde giftermålet og departementsarbeidet ført ham inn i en konflikt i forholdet til hans miljø, som skulde kreve all hans vilje og handlingskraft for å overvinnes.	162:171
