identifier1	identifier2	lemma	mean_disagreement_cleaned	judgments
Messer-4289-7-210	Messer-98-12-391	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Gebackener_Ricotta_mit_Honig-Kürbis__-8-941	Messer-__DATEI__Hamburger_Buns__-9-488	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Bohnenpüree__-8-917	Messer-__DATEI__Porreetorte__-11-802	Messer	0.0	[4, 4, 4, 4]
Messer-9861-13-589	Messer-__DATEI__Thunfischtürmchen_mit_Ratatouille,_Kartoffelvariationen_und_Rosmarinschaum__-9-201	Messer	0.0	[4, 4, 4, 4]
Messer-3429-11-300	Messer-3429-12-64	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Fenchel-Cappuccino_mit_Pfefferthunfisch_und_Kartoffelkruspies__-9-16	Messer-__DATEI__Pochierte_Ananas__-14-306	Messer	0.0	[4, 4, 4, 4]
Messer-4296-9-716	Messer-__DATEI__Ausstechen__-6-1012	Messer	1.1666666666666667	[3, 2, 1, 3]
Messer-4289-7-210	Messer-__DATEI__Braunschweiger_Frühlingsrollen__-8-510	Messer	0.0	[4, 4, 4, 4]
Messer-10809-9-126	Messer-__DATEI__Katzeng‘schroa_aus_dem_Innviertel__-11-49	Messer	0.6666666666666666	[4, 4, 3, 3]
Messer-4296-8-115	Messer-7887-9-15	Messer	0.6666666666666666	[3, 4, 0, 3]
Messer-10809-9-126	Messer-7944-9-6	Messer	0.5	[4, 4, 4, 3]
Messer-10789-31-537	Messer-5030-8-470	Messer	0.0	[4, 4, 4, 4]
Messer-7666-13-558	Messer-__DATEI__Gebackener_Kalbskopf__-11-584	Messer	0.6666666666666666	[4, 4, 3, 3]
Messer-8493-5-70	Messer-__DATEI__Apfelschaumsuppe_mit_Schuss_auf_steirische_Art__-11-987	Messer	1.5	[2, 1, 2, 4]
Messer-8281-4-37	Messer-__DATEI__Apfelbrötchen__-7-758	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Gefüllte_Gurken__-11-976	Messer-__DATEI__Tomatenkraut_auf_Waldviertler_Art__-10-57	Messer	0.0	[4, 4, 4, 4]
Messer-1264-21-447	Messer-__DATEI__Techniken__Spicken__-0-951	Messer	0.0	[4, 4, 4, 4]
Messer-2351-5-642	Messer-3429-7-891	Messer	1.1666666666666667	[4, 4, 2, 3]
Messer-1481-12-842	Messer-__DATEI__Brokkoli_schälen__-2-289	Messer	0.5	[4, 3, 3, 3]
Messer-8093-10-1010	Messer-__DATEI__Kalt_gegartes_Huchenfilet_mit_Saubohnen_und_Blüten__-9-367	Messer	0.5	[4, 4, 3, 4]
Messer-1481-12-842	Messer-4296-11-482	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Gewürzgurken__-8-454	Messer-__DATEI__Kartoffelsambal__-6-51	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Glühwein_mit_Schuss__-9-709	Messer-__DATEI__Nudeln_mit_Leberkäse__-6-159	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Lachscarpaccio__-13-127	Messer-__DATEI__Überbackener_Blumenkohl__-7-895	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Leberkäse-Spinatrolle__-9-852	Messer-__DATEI__Sauerkraut-Kasslerauflauf__-21-334	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Meeresfrüchte_in_Kokosmilchsauce__-7-55	Messer-__DATEI__Rotweinbirnen__-10-536	Messer	0.0	[4, 4, 4, 4]
Messer-7944-9-6	Messer-__DATEI__Rosenkohl-Béchamel-Kartoffeln__-6-741	Messer	0.5	[4, 4, 3, 4]
Messer-7666-13-558	Messer-__DATEI__Frittierter_Aal__-6-658	Messer	0.5	[4, 4, 3, 4]
Messer-7887-9-15	Messer-__DATEI__Auberginensalat__-8-406	Messer	0.5	[4, 4, 3, 4]
Messer-1338-23-112	Messer-1765-10-745	Messer	0.0	[4, 4, 4, 4]
Messer-7569-4-101	Messer-7666-13-558	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Gebratener_Butternut-Kürbis_mit_Schafkäse__-15-247	Messer-__DATEI__Lachs-Avocado-Tatar_mit_Blattsalat__-9-227	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Mürbeteig__-8-50	Messer-__DATEI__Panir__-14-145	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Ravioliausstecher__-6-671	Messer-__DATEI__Szegediner_Fischgulasch__-9-984	Messer	0.0	[4, 4, 4, 4]
Messer-5767-25-186	Messer-9829-26-810	Messer	0.5	[4, 4, 3, 4]
Messer-5778-18-100	Messer-9296-7-771	Messer	0.5	[4, 4, 3, 4]
Messer-6389-35-931	Messer-9270-36-122	Messer	0.0	[4, 4, 4, 4]
Messer-7291-28-516	Messer-8423-16-340	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Gebratener_Butternut-Kürbis_mit_Schafkäse__-9-644	Messer-__DATEI__Vegetarisches_Sauerkraut__-11-1	Messer	0.0	[4, 4, 4, 4]
Messer-__DATEI__Gebeizter_Sake-Lachs_auf_rosa_Grapefruits__-7-288	Messer-__DATEI__Sauerkrautsalat__-12-905	Messer	0.0	[4, 4, 4, 4]
Messerspitze-__DATEI__Hollerröster__-8-71	Messerspitze-__DATEI__Tomaten_mit_Semmel-Thunfischfüllung_auf_Kräuterfond__-11-47	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-__DATEI__Kalbsnieren_vorbereiten__-0-60	Messerspitze-__DATEI__Milchreis__-12-30	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-__DATEI__Klassische_Konditorcreme__-12-22	Messerspitze-__DATEI__Vanillemark_gewinnen__-3-5	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-__DATEI__Pökeln__-27-18	Messerspitze-__DATEI__Schlummerapfel__-13-64	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-2351-9-13	Messerspitze-__DATEI__Pökeln__-27-18	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-__DATEI__Schweinebraten-Tellersülze__-11-11	Messerspitze-__DATEI__Thunfischtarte__-11-37	Messerspitze	0.0	[3, 3, 3, 3]
Messerspitze-__DATEI__Tapenade_verte__-6-48	Messerspitze-__DATEI__Zitroneneis__-2-32	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-2351-9-13	Messerspitze-5030-22-42	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-4179-52-3	Messerspitze-8060-7-58	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-0-45-49	Messerspitze-__DATEI__Pudding_(Grundrezept_einfach)__-45-61	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-4179-52-3	Messerspitze-8363-29-53	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-0-45-49	Messerspitze-328-36-75	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-2459-6-29	Messerspitze-7316-17-44	Messerspitze	0.0	[3, 3, 3, 3]
Messerspitze-344-7-66	Messerspitze-__DATEI__Hollerröster__-8-71	Messerspitze	1.3333333333333333	[3, 0, 1, 2]
Messerspitze-__DATEI__Confierte_Riesengarnelen_mit_asiatischem_Mangosalat_und_Kumquats__-28-38	Messerspitze-__DATEI__Spargeltempura__-9-25	Messerspitze	0.5	[4, 3, 4, 4]
Messerspitze-0-45-49	Messerspitze-1224-9-19	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-2351-9-13	Messerspitze-2876-7-23	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-208-17-45	Messerspitze-__DATEI__Apfelreisauflauf__-24-52	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-344-7-66	Messerspitze-3470-5-57	Messerspitze	0.6666666666666666	[3, 2, 2, 3]
Messerspitze-2459-6-29	Messerspitze-__DATEI__Spargeltempura__-9-25	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-1417-3-59	Messerspitze-__DATEI__Spanisches_Schneckenduett__-8-34	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-4179-62-4	Messerspitze-5390-6-74	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-__DATEI__Dreifarbige_Panna_cotta__-25-43	Messerspitze-__DATEI__Glögg__-27-24	Messerspitze	1.0	[3, 4, 2, 3]
Messerspitze-2876-7-23	Messerspitze-5390-6-74	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-2876-7-23	Messerspitze-__DATEI__Nusskoch__-7-2	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-3091-28-35	Messerspitze-__DATEI__Confierte_Riesengarnelen_mit_asiatischem_Mangosalat_und_Kumquats__-28-38	Messerspitze	0.6666666666666666	[4, 3, 4, 3]
Messerspitze-__DATEI__Brotlaibchen__-2-41	Messerspitze-__DATEI__Brüsseler_Waffeln__-11-72	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-4179-62-4	Messerspitze-8060-7-58	Messerspitze	1.0	[3, 3, 2, 4]
Messerspitze-3470-5-57	Messerspitze-__DATEI__Bratkartoffeln__-20-56	Messerspitze	0.0	[3, 3, 3, 3]
Messerspitze-__DATEI__Griesmeelpap__-8-1	Messerspitze-__DATEI__Selleriesalat__-16-46	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-1417-22-67	Messerspitze-3091-28-35	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-__DATEI__Bratkartoffeln__-20-56	Messerspitze-__DATEI__Spanisches_Schneckenduett__-8-34	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-1301-11-63	Messerspitze-__DATEI__Glögg__-27-24	Messerspitze	0.0	[3, 3, 3, 3]
Messerspitze-1301-11-63	Messerspitze-8363-29-53	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-__DATEI__Auberginensalat__-13-36	Messerspitze-__DATEI__Schweinenieren_putzen__-0-0	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-7316-17-44	Messerspitze-__DATEI__Basler_Leckerli__-6-31	Messerspitze	0.0	[3, 3, 3, 3]
Messerspitze-1417-22-67	Messerspitze-5030-22-42	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-1301-11-63	Messerspitze-7098-8-70	Messerspitze	1.0	[3, 2, 4, 3]
Messerspitze-__DATEI__Apfelreisauflauf__-24-52	Messerspitze-__DATEI__Rahmtäfeli__-28-20	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-__DATEI__Ananaslikör__-16-54	Messerspitze-__DATEI__Hefeextrakt__-8-39	Messerspitze	1.0	[3, 3, 2, 4]
Messerspitze-8866-14-8	Messerspitze-__DATEI__Farmersalat__-9-7	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-1224-9-19	Messerspitze-__DATEI__Thunfischtarte__-11-37	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-7430-4-10	Messerspitze-__DATEI__Wurstsalat_Berliner_Art__-6-16	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-8060-7-58	Messerspitze-__DATEI__Techniken__Fonds__-392-12	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-__DATEI__Apfelschlangerl__-7-40	Messerspitze-__DATEI__Zitroneneis__-6-6	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-1417-22-67	Messerspitze-__DATEI__Tapenade_verte__-6-48	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-__DATEI__Bananenbrot__-17-50	Messerspitze-__DATEI__Saltimbocca_alla_romana__-26-68	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-4208-13-15	Messerspitze-__DATEI__Zitroneneis__-6-6	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-1417-3-59	Messerspitze-2459-6-29	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-__DATEI__Garnelen_auf_Chicorée-Salat__-15-9	Messerspitze-__DATEI__Heringsstipp__-10-55	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-__DATEI__Eierlikör__-40-14	Messerspitze-__DATEI__Wurstsalat_Berliner_Art__-6-16	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-10192-28-21	Messerspitze-1417-3-59	Messerspitze	1.0	[3, 3, 1, 3]
Messerspitze-__DATEI__Farmersalat__-9-7	Messerspitze-__DATEI__Käsefondue__-25-27	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-7316-17-44	Messerspitze-7430-4-10	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-7098-8-70	Messerspitze-__DATEI__Selleriesalat__-16-46	Messerspitze	0.5	[3, 2, 3, 3]
Messerspitze-10192-28-21	Messerspitze-__DATEI__Nürnberger_Lebkuchen__-9-28	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-4179-62-4	Messerspitze-__DATEI__Brotlaibchen__-2-41	Messerspitze	0.5	[3, 3, 2, 3]
Messerspitze-__DATEI__Brotklee__-13-33	Messerspitze-__DATEI__Gefüllter_Osterschinken_im_Brotteig-Mantel__-31-73	Messerspitze	1.0	[3, 3, 1, 3]
Messerspitze-1224-4-51	Messerspitze-9661-10-69	Messerspitze	0.0	[4, 4, 4, 4]
Messerspitze-1224-9-19	Messerspitze-3470-5-57	Messerspitze	0.5	[3, 3, 4, 3]
2532889X_1966-09-02_01_023.tcf.xml-4-3	vischer_aesthetik0201_1847-692-15	Mißklang	0.6666666666666666	[3, 3, 2]
26120215_1947_03_22_01_039.tcf.xml-23-8	26120215_1949_05_22_01_219.tcf.xml-5-1	Mißklang	0.0	[4, 4]
26120215_1947_04_06_01_019.tcf.xml-6-7	brehm_thierleben01_1864-350-16	Mißklang	0.0	[2, 2]
2532889X_1966-08-16_01_145.tcf.xml-32-6	brehm_thierleben01_1864-350-16	Mißklang	0.0	[2, 2]
2532889X_1966-09-02_01_023.tcf.xml-4-3	26120215_1949_05_22_01_219.tcf.xml-5-1	Mißklang	0.6666666666666666	[3, 4, 4]
2532889X_1956-08-14_01_021.tcf.xml-5-18	heckert_schulgesetzgebung_1847-1650-43	Mißklang	0.0	[2, 2]
2532889X_1970-12-05_01_103.tcf.xml-16-10	brehm_thierleben01_1864-350-16	Mißklang	1.2	[4, 2, 2, 3, 4]
2532889X_1965-08-07_01_112.tcf.xml-1-6	2532889X_1988-02-05_01_059.tcf.xml-16-14	Mißklang	0.0	[3, 3]
curtius_alterthum01_1875-1087-51	vischer_aesthetik0201_1847-703-14	Mißklang	0.0	[3, 3]
vischer_aesthetik0201_1847-703-14	vischer_aesthetik0201_1847-711-31	Mißklang	0.0	[4, 4]
26120215_1972_08_29_01_020.tcf.xml-16-28	brehm_thierleben01_1864-350-16	Mißklang	0.0	[2, 2]
2532889X_1966-09-02_01_023.tcf.xml-4-3	26120215_1966_08_12_01_264.tcf.xml-74-19	Mißklang	1.0	[3, 2]
2532889X_1956-08-14_01_012.tcf.xml-22-14	2532889X_1959-07-17_01_090.tcf.xml-17-9	Mißklang	1.3333333333333333	[4, 0, 2, 2]
froelich_virginia01_1820-100-10	vischer_aesthetik030204_1857-1159-100	Mißklang	1.3333333333333333	[3, 2, 4]
2532889X_1956-08-14_01_012.tcf.xml-22-14	2532889X_1986-11-13_01_068.tcf.xml-8-13	Mißklang	0.6	[3, 2, 3, 2, 3]
2532889X_1965-07-19_01_132.tcf.xml-3-15	falke_trachten01_1858-1911-42	Mißklang	0.0	[2, 2]
2532889X_1966-08-20_01_116.tcf.xml-20-16	candidus_christus_1854-258-6	Mißklang	1.0	[4, 3]
2532889X_1965-07-19_01_132.tcf.xml-3-15	26120215_1947_09_16_01_212.tcf.xml-4-22	Mißklang	0.0	[4, 4, 4, 4]
26120215_1947_09_16_01_212.tcf.xml-4-22	vischer_aesthetik0201_1847-703-14	Mißklang	0.0	[2, 2]
2532889X_1966-08-16_01_145.tcf.xml-32-6	vischer_aesthetik030204_1857-561-39	Mißklang	1.0	[3, 2]
froelich_virginia01_1820-100-10	vischer_aesthetik030204_1857-808-142	Mißklang	0.6666666666666666	[4, 3, 4]
26120215_1947_09_16_01_212.tcf.xml-4-22	candidus_christus_1854-258-6	Mißklang	0.6666666666666666	[3, 2, 3]
2532889X_1964-10-11_01_102.tcf.xml-56-5	2532889X_1974-09-18_01_092.tcf.xml-46-2	Mißklang	1.3333333333333333	[4, 2, 2]
2532889X_1964-10-11_01_102.tcf.xml-56-5	falke_trachten01_1858-1911-42	Mißklang	1.0	[3, 4]
2532889X_1964-10-11_01_102.tcf.xml-56-5	vischer_aesthetik0201_1847-637-3	Mißklang	1.0	[3, 3, 2, 4]
2532889X_1964-10-11_01_102.tcf.xml-57-5	26120215_1979_08_27_01_194.tcf.xml-65-26	Mißklang	0.0	[4, 4]
2532889X_1964-10-12_01_051.tcf.xml-6-2	brehm_thierleben01_1864-350-16	Mißklang	0.0	[2, 2]
curtius_alterthum01_1875-2140-12	vischer_aesthetik030204_1857-808-142	Mißklang	0.0	[2, 2]
2532889X_1972-01-08_01_052.tcf.xml-35-13	2532889X_1974-09-18_01_092.tcf.xml-46-2	Mißklang	1.3333333333333333	[4, 2, 4]
2532889X_1972-01-08_01_052.tcf.xml-35-13	26120215_1948_04_13_01_170.tcf.xml-7-27	Mißklang	2.0	[2, 4]
curtius_alterthum01_1875-2140-12	engel_poetik_1806-1416-49	Mißklang	0.0	[4, 4]
26120215_1990_05_14_01_201.tcf.xml-5-1	vischer_aesthetik0201_1847-692-15	Mißklang	1.0	[2, 2, 4, 2]
curtius_alterthum01_1875-1087-51	vischer_aesthetik030205_1857-3107-64	Mißklang	0.0	[3, 3]
2532889X_1965-07-19_01_132.tcf.xml-3-15	2532889X_1969-12-08_01_094.tcf.xml-2-2	Mißklang	2.0	[2, 4]
26120215_1947_12_14_01_055.tcf.xml-13-28	26120215_1949_05_22_01_219.tcf.xml-5-1	Mißklang	0.0	[4, 4]
2532889X_1965-07-19_01_132.tcf.xml-3-15	2532889X_1974-09-18_01_092.tcf.xml-46-2	Mißklang	1.3333333333333333	[4, 2, 2]
vischer_aesthetik030202_1853-297-14	vischer_aesthetik030204_1857-808-142	Mißklang	0.0	[2, 2, 2]
26120215_1948_04_13_01_170.tcf.xml-7-27	brehm_thierleben01_1864-350-16	Mißklang	0.0	[2, 2]
2532889X_1965-04-26_01_156.tcf.xml-23-15	heckert_schulgesetzgebung_1847-1650-43	Mißklang	0.0	[2, 2]
2532889X_1966-08-20_01_116.tcf.xml-20-16	26120215_1949_05_22_01_219.tcf.xml-5-1	Mißklang	0.0	[4, 4]
26120215_1948_04_13_01_170.tcf.xml-7-27	ebers_koenigstochter03_1864-2998-2	Mißklang	0.0	[3, 3]
26120215_1948_04_13_01_170.tcf.xml-7-27	vischer_aesthetik0201_1847-711-31	Mißklang	0.0	[2, 2]
vischer_aesthetik030205_1857-3107-64	wackernagel_poetik_1873-4626-64	Mißklang	1.0	[3, 2]
2532889X_1965-07-19_01_132.tcf.xml-3-15	brehm_thierleben01_1864-350-16	Mißklang	1.0	[2, 3]
beyer_poetik01_1882-4784-9	vischer_aesthetik030202_1853-297-14	Mißklang	0.0	[2, 2]
2532889X_1946-07-26_01_006.tcf.xml-71-13	2532889X_1965-08-07_01_112.tcf.xml-23-6	Mißklang	0.0	[4, 4]
26120215_1970_04_30_01_241.tcf.xml-10-5	wackernagel_poetik_1873-4626-64	Mißklang	1.3333333333333333	[3, 2, 4]
2532889X_1988-02-05_01_059.tcf.xml-16-14	26120215_1952_10_19_01_050.tcf.xml-118-40	Mißklang	0.8666666666666667	[3, 3, 3, 4, 2, 2]
2532889X_1951-01-25_01_051.tcf.xml-18-40	falke_trachten01_1858-1911-42	Mißklang	1.0	[2, 3]
2532889X_1960-10-23_01_081.tcf.xml-9-41	brehm_thierleben02_1865-16828-2	Mißklang	1.0	[3, 4, 3, 2]
2532889X_1960-10-23_01_081.tcf.xml-9-41	26120215_1986_02_21_01_071.tcf.xml-33-1	Mißklang	1.0	[4, 3, 3, 2]
2532889X_1951-01-25_01_051.tcf.xml-18-40	heckert_schulgesetzgebung_1847-1650-43	Mißklang	0.6	[4, 3, 4, 4, 3, 3]
vischer_aesthetik0201_1847-680-77	vischer_aesthetik030204_1857-561-39	Mißklang	0.0	[2, 2]
26120215_1979_08_27_01_194.tcf.xml-65-26	vischer_aesthetik030204_1857-657-41	Mißklang	1.0	[3, 4]
26120215_1979_08_27_01_194.tcf.xml-65-26	vischer_aesthetik030202_1853-297-14	Mißklang	0.6666666666666666	[3, 0, 2, 2]
26120215_1979_08_27_01_194.tcf.xml-65-26	vischer_aesthetik0201_1847-692-15	Mißklang	0.6666666666666666	[3, 2, 3]
26120215_1979_08_27_01_194.tcf.xml-65-26	falke_trachten02_1858-3064-24	Mißklang	0.0	[3, 3]
26120215_1979_08_27_01_194.tcf.xml-65-26	falke_trachten01_1858-1911-42	Mißklang	1.1666666666666667	[3, 4, 2, 2]
vischer_aesthetik0201_1847-637-3	vischer_aesthetik030202_1853-297-14	Mißklang	0.0	[4, 4, 4]
2532889X_1946-07-26_01_006.tcf.xml-71-13	2532889X_1948-11-04_01_149.tcf.xml-3-7	Mißklang	0.6666666666666666	[3, 3, 2]
26120215_1979_08_27_01_194.tcf.xml-65-26	brehm_thierleben01_1864-350-16	Mißklang	0.0	[2, 2, 2]
2532889X_1974-11-19_01_094.tcf.xml-3-9	wackernagel_poetik_1873-4626-64	Mißklang	1.3333333333333333	[3, 2, 4]
2532889X_1946-07-26_01_006.tcf.xml-71-13	2532889X_1952-12-31_01_044.tcf.xml-12-16	Mißklang	1.3333333333333333	[4, 4, 2]
2532889X_1974-11-19_01_094.tcf.xml-3-9	vischer_aesthetik0201_1847-692-15	Mißklang	0.6666666666666666	[2, 3, 3, 2]
2532889X_1974-11-09_01_108.tcf.xml-8-17	2532889X_1988-02-05_01_059.tcf.xml-16-14	Mißklang	1.3333333333333333	[2, 4, 4]
2532889X_1946-07-26_01_006.tcf.xml-71-13	2532889X_1956-08-14_01_021.tcf.xml-5-18	Mißklang	0.0	[4, 4, 4]
2532889X_1964-02-01_01_127.tcf.xml-45-1	2532889X_1974-09-18_01_092.tcf.xml-46-2	Mißklang	1.0	[4, 3]
2532889X_1974-09-18_01_092.tcf.xml-46-2	wilamowitz_aristoteles01_1893-683-28	Mißklang	0.6666666666666666	[3, 4, 3]
2532889X_1974-09-18_01_092.tcf.xml-46-2	gottschall_poetik_1858-3181-12	Mißklang	1.0	[3, 4, 3, 2]
2532889X_1974-09-18_01_092.tcf.xml-46-2	fontane_brandenburg02_1863-2886-11	Mißklang	0.0	[3, 3]
2532889X_1988-02-05_01_059.tcf.xml-16-14	26120215_1961_05_04_01_148.tcf.xml-3-2	Mißklang	0.6666666666666666	[3, 3, 2]
2532889X_1988-02-05_01_059.tcf.xml-16-14	26120215_1966_08_12_01_264.tcf.xml-74-19	Mißklang	1.4	[2, 1, 4, 3, 2]
2532889X_1988-02-05_01_059.tcf.xml-16-14	brehm_thierleben01_1864-350-16	Mißklang	0.5	[3, 4, 3, 3]
2532889X_1988-02-05_01_059.tcf.xml-16-14	brehm_thierleben02_1865-16828-2	Mißklang	0.6666666666666666	[3, 4, 3]
2532889X_1951-01-25_01_051.tcf.xml-18-40	26120215_1950_10_01_01_432.tcf.xml-4-21	Mißklang	0.0	[2, 2]
2532889X_1959-03-05_01_123.tcf.xml-14-1	26120215_1979_08_27_01_194.tcf.xml-65-26	Mißklang	1.0	[4, 4, 4, 2]
2532889X_1959-03-05_01_123.tcf.xml-14-1	vischer_aesthetik030204_1857-1066-9	Mißklang	0.0	[2, 2]
2532889X_1946-07-26_01_006.tcf.xml-71-13	26120215_1961_05_04_01_148.tcf.xml-3-2	Mißklang	0.8666666666666667	[3, 4, 4, 4, 2, 4]
2532889X_1946-07-26_01_006.tcf.xml-71-13	26120215_1971_11_11_01_077.tcf.xml-2-11	Mißklang	0.0	[4, 4, 4]
2532889X_1960-10-23_01_081.tcf.xml-9-41	hoffmann_unpolitische01_1840-1475-19	Mißklang	0.6666666666666666	[3, 4, 4]
2532889X_1951-01-25_01_051.tcf.xml-18-40	26120215_1981_11_12_01_063.tcf.xml-9-9	Mißklang	0.6666666666666666	[2, 3, 2]
2532889X_1951-01-25_01_051.tcf.xml-18-40	26120215_1982_07_09_01_079.tcf.xml-22-18	Mißklang	0.0	[2, 2, 2]
2532889X_1959-07-17_01_090.tcf.xml-17-9	26120215_1970_04_30_01_241.tcf.xml-10-5	Mißklang	0.6666666666666666	[3, 2, 2]
2532889X_1959-07-17_01_090.tcf.xml-17-9	treitschke_geschichte05_1894-714-39	Mißklang	1.0	[4, 3]
2532889X_1959-07-17_01_090.tcf.xml-17-9	vischer_aesthetik0201_1847-703-14	Mißklang	1.0	[2, 3]
2532889X_1974-09-18_01_092.tcf.xml-46-2	bismarck_erinnerungen01_1898-2580-27	Mißklang	0.6666666666666666	[3, 2, 2]
vischer_aesthetik0201_1847-692-15	vischer_aesthetik0201_1847-703-14	Mißklang	0.0	[4, 4, 4]
2532889X_1960-10-23_01_081.tcf.xml-9-41	fouque_frauen_1826-372-26	Mißklang	0.6666666666666666	[3, 3, 4]
2532889X_1951-01-25_01_051.tcf.xml-18-40	beyer_poetik01_1882-7723-51	Mißklang	1.0	[2, 1]
2532889X_1951-01-25_01_051.tcf.xml-18-40	brehm_thierleben06_1869-14813-64	Mißklang	1.0	[2, 2, 2, 3, 4]
2532889X_1951-01-25_01_051.tcf.xml-18-40	ebers_koenigstochter03_1864-2998-2	Mißklang	0.6666666666666666	[3, 2, 2]
2532889X_1988-02-05_01_059.tcf.xml-16-14	vischer_aesthetik030204_1857-808-142	Mißklang	1.3333333333333333	[3, 2, 4]
2532889X_1988-02-05_01_059.tcf.xml-16-14	vischer_aesthetik0201_1847-711-31	Mißklang	1.3333333333333333	[3, 4, 2]
2532889X_1988-02-05_01_059.tcf.xml-16-14	vischer_aesthetik0201_1847-692-15	Mißklang	0.8571428571428571	[2, 3, 2, 4, 3, 2, 2]
2532889X_1988-02-05_01_059.tcf.xml-16-14	vischer_aesthetik0201_1847-680-77	Mißklang	0.0	[2, 2]
2532889X_1988-02-05_01_059.tcf.xml-16-14	treitschke_geschichte05_1894-714-39	Mißklang	1.0	[2, 2, 4, 2]
2532889X_1988-02-05_01_059.tcf.xml-16-14	goerres_revolution_1819-180-40	Mißklang	0.0	[3, 3]
2532889X_1988-02-05_01_059.tcf.xml-16-14	falke_trachten01_1858-1911-42	Mißklang	0.0	[2, 2]
hoffmann_unpolitische01_1840-1475-19	vischer_aesthetik030204_1857-808-142	Mißklang	0.6666666666666666	[2, 2, 3]
26120215_1958_12_20_01_214.tcf.xml-24-4	26120215_1979_08_27_01_194.tcf.xml-65-26	Mißklang	0.6666666666666666	[4, 3, 3]
26120215_1950_10_01_01_432.tcf.xml-4-21	26120215_1966_08_12_01_264.tcf.xml-74-19	Mißklang	0.0	[4, 4, 4, 4]
26120215_1950_10_01_01_432.tcf.xml-4-21	vischer_aesthetik0201_1847-711-31	Mißklang	1.0	[3, 2]
2532889X_1946-07-26_01_006.tcf.xml-71-13	26120215_1947_04_06_01_019.tcf.xml-6-7	Mißklang	0.0	[4, 4]
2532889X_1960-10-23_01_081.tcf.xml-9-41	2532889X_1961-03-14_01_008.tcf.xml-18-15	Mißklang	0.6666666666666666	[4, 3, 4]
2532889X_1946-07-26_01_006.tcf.xml-71-13	26120215_1955_09_02_01_229.tcf.xml-8-16	Mißklang	1.0	[3, 4, 3, 2]
2532889X_1946-07-26_01_006.tcf.xml-71-13	26120215_1957_12_24_01_070.tcf.xml-7-6	Mißklang	0.0	[4, 4]
26120215_1970_04_30_01_241.tcf.xml-10-5	26120215_1979_08_27_01_194.tcf.xml-65-26	Mißklang	1.3333333333333333	[2, 2, 4]
