identifier	lemma	context	indices_target_token
Mauer-c1-i97	Mauer	Es ist wohl nicht ohne Grund geschehen, dass man die schönsten Tempel der Mauer so nahe baute.	74:79
Mauer-c1-i89	Mauer	Im inneren Kleinasien war die Räuberwirthschaft endemisch; in Africa und im jenseitigen Spanien machte sie es nöthig alle ausserhalb der städtischen Ringmauern angelegten Gebäude mit Mauern und Thürmen zu befestigen.	183:189
Mauer-c1-i22	Mauer	Und er führte und schob ihn in ein noch dunkleres Verlies, das hinter dem Laden lag und sein Licht nur durch eine schmale Schießscharte empfing, die in der feuchten schimmligen Mauer sich aufthat.	177:182
Mauer-c1-i74	Mauer	Drittens: Falls die Mauer das Vielfache einer Steinbreite, also 1½, 2½, 3½ u. s. w. Ziegel stark ist, ordnet man wie vorhin in der Streckerschaar neben der durchgehenden Läuferschaar 1, 2, 3 u. s. w. Kopfstücke (k) hintereinander an, außerdem legt man in die hintere Läuferreihe der Streckerschaar hinter das letztere Kopfstück ein Dreiquartier d, wie Fig. 36 B, C und E zeigen.	20:25
Mauer-c1-i21	Mauer	Anderthalb Jahrhunderte nach Edrisi versetzte Marco Polo die Mauer Magog gar in das Gebirge In-schan, östlich von der Hochebene Gobi, gegen den Fluß Hoang-ho und die chinesische Mauer hin: von der (sonderbar genug) der berühmte venetianische Reisende eben so wenig spricht als vom Gebrauch des Thees.	61:66
Mauer-c1-i33	Mauer	Die medizinische Schule von Galataserai, die an Jenitscharfi, obwohl durch eine Mauer davon getrennt, anstieß, ist gleichfalls abgebrannt.	80:85
Mauer-c1-i10	Mauer	Das Baptisterium beim Lateran in Rom (432—440) hat nichts Ursprüngliches mehr als seine Doppelstellung von Säulen mit geraden Gebälken und die Mauern, nebst der von zwei grossen Porphyrsäulen gestüzten, in zwei halbrunde Nischen auslaufenden Vorhalle (gegen den Hof).	143:149
Mauer-c1-i81	Mauer	Auf der Schwarzwälder Uhr hatte eben der kleine Kunstvogel zehn Mal unter Flügelschlagen sein „Kukuk“ gerufen, und Richard holte den großen Schlüssel aus seiner Schlafkammer, um, wie jeden Abend, das große Hofthor in der Mauer abzuschließen.	221:226
Mauer-c1-i86	Mauer	Haben die Leitungen Mauern zu durchsetzen, so muß entweder jede Leitung mit einer Hartgummi-oder Glasröhre umgeben werden (F) oder man führt bei kleineren Leitungen beide in einem gemeinschaftlichen Rohre, überzieht aber jede Leitung mit einem Gummischlauche.	20:26
Mauer-c1-i80	Mauer	Sultan Mohammed hatte zu Adrianopel von dem Dänen Urban eine Kanone gießen lassen, welche Steinkugeln von 600 Pfd. schoß; ein funfzigtägiger Marsch führte sie bis unter die Mauern von Byzanz, und neben ihr standen noch zwei ähnliche Riesengeschütze; es war nicht möglich, sie öfter als siebenmal des Tages zu laden und abzuschießen.	173:179
Mauer-c2-i69	Mauer	„Da ist die Mauer, und die DDR-Leichtathleten müssen zu Hause bleiben.	12:17
Mauer-c1-i8	Mauer	Die steilen Mauern führten uns, durch die Schneeregion, zu einem gegen den Gipfel gerichtetn schmalen Grath, einem Felskamm, der es uns allein möglich machte, vorzudringen, denn der Schnee war damals so weich, dass man fast nicht wagen konnte, seine Oberfläche zu betreten.	12:18
Mauer-c2-i93	Mauer	Wie ein weißer Fleck leuchtete die neue Schule, die Sonne glänzte in ihren großen Fensterscheiben, weiß schimmerte die lange Mauer der kollektivwirtschaftlichen Viehfarm.	125:130
Mauer-c2-i74	Mauer	Kreische, Netz, Nöldner. K. Mauer, Carow, Kische, Gröbner, Segain, FrenseL Terletzki, Vogel, Hoihnann, Urbanczyk und Hamann.	28:33
Mauer-c2-i71	Mauer	— Dann hätte es mit Sicherheit keine Mauer gegeben.	37:42
Mauer-c2-i11	Mauer	Die rings um das Anwesen führende niedrige Mauer war bröcklig und zudem nur durch ein windschiefes Holztor geschützt.	43:48
Mauer-c2-i75	Mauer	Die Angeklagten sind von dem französischen Volk durch eme Mauer getrennt.	58:63
Mauer-c2-i35	Mauer	Weidland und Äcker zu beiden Seiten Der Grolien Mauer.	48:53
Mauer-c2-i25	Mauer	Erstens sind unsere Mauern im Gegensatz zu denen von Jericho so hoch und fest, daß weder Gottes noch des Teufels Hilfe es ihm gestattete, darüber hinwegzusetzen.	20:26
Mauer-c2-i37	Mauer	"Das war in La.Rochelle, wo' die Amerikaner die U-Boot-Bunker der Nazis wiederherrichten wo sie Stacheldrahtzäune um dip Munitionslager ziehen und Wachttürme an den Straßen aufstellen, wo sie die Arbeitslosen zur Arbeit an ihren Flugplätzen zwingen wo aber auch Nacht für Nacht die Jungen und Mädchen — verfolgt von MP-Streifen auf Jeeps — „Go home!"" an die Mauern schreiben, wo die hungernden Docker sich immer wieder weigern, Waffenschiffe zu entladen, und wo die Betriebsbelegschaften zu 90 bis 95 Prozent gegen die Remilitarisierung Westdeutschlands unterschrieben haben."	357:363
Mauer-c2-i44	Mauer	Zahllose Sportler aus allen Teilen Deutschlands weilen zu dieser Stunde in den Mauern Perlins, um mit den Berliner Mannschaften, und Sportvereinigungen ihre Kräfte zu messen.	79:85
Mauer-c2-i77	Mauer	Ihren endgültigen Standort erhalten die Teile der Berliner Mauer Ende April an einem Ort bei Paris.	59:64
Mauer-c2-i7	Mauer	Ehe man aber durch die Mauern brach, kamen die Schlosser sehr schnell auf die Idee, die Mlaschine mit dem Schweißbrenner vertikal zu zerlegen und dann mit Laschenkonstruktionen wieder zusammenzufügen.	23:29
Mauer-c2-i59	Mauer	"An der Mauer der Föderierten auf dem Friedhof „Pere-Lachaise"" legten die Vertreter der SED einen Kranz mit der Aufschrift „Den unsterblichen Helden der Kommune von Paris"" nieder."	7:12
Mauer-c2-i0	Mauer	Michael Kra-Fall 17.30 Uhr, Slam Dance-20 Uhr. 20 Uhr. Provinz (Provinzstr. 30), Sonntag, 10.00 Uhr, im Apollo-Mauer auf der Lauer, 15 Uhr; mer (Premiere), 20 Uhr; Schau-Union, Bolek und Lolek im Wil-Mary Poppins 15.30 Uhr, Tango Saal der Deutschen Staatsoper Sonnabend Hebbel-Theater (Stresemannstrabühne: Roberto Zucco, 20 Uhr; den Westen 15 Uhr, Platoon 17.30, Cash 18. 20.30 Uhr, Heavy Metal spricht der Intendant des Senders Deutsche Staatsoper (20047 62) ße 29) ■ Le Tnomphe de l' Amour, Renaissance-Theater Eines lan-20 Uhr.	111:116
Mauer-c2-i14	Mauer	Ehe der Gipfel, der erste seit fast 17 Jahren möglich wurde, mußte eine Mauer des Mißtrauens abgetragen werden.	72:77
Mauer-c2-i34	Mauer	Gleichzeitig erhielten bekannte jüdische Bürger der Stadt anonyme Drohbriefe, und verschiedene Mauern wurden mit antisemitischen Hetzparolen beschmiert.	95:101
Mauer-c2-i63	Mauer	Und dann bat er uns: „Halt doch mal die Mauer fest, det se nich umkippt.	40:45
Mauer-c2-i99	Mauer	Wenn die Haftwurzeln an der Mauer keine Stelle zum Eindringen finden, erleidet die Wand keinen Schaden.	28:33
Mauer-c2-i89	Mauer	Er war mit großen grauen Steinen gepflastert und ringsherum von einer Mauer umgeben, auf der Stacheldraht entlanelief.	70:75
Mauer-c2-i96	Mauer	Redaktionskollegiums HdUolf HOrrflitkÖt lCh « frfed* ktfeUr), Held » fr r l « « H 6 GeriUrfl K e g • I otelivertt. Chefredakteure), Rtiberl K 8 1 1 # Wiih. ä I r « u waltef F r a n i e. -RedaKtion. Neues Deutschland '' Berlin W a Mauer stl »9' 40 relefon » 25681 (Tag-und Nachtdienst). -Verlag M 64 gdiönhaUBet Allee 176, telBfärl 42 59 61. -	230:235
Mauer-c2-i84	Mauer	Sie stießen jedoch auf die undurchdringliche Mauer der Ausbeuterherrschaft, die nationale Unterdrückung erzeugt und erhält.	45:50
Messer-__DATEI__Bohnenpüree__-8-917	Messer	Kochgeschirr: 1 Topf, 1 Schüssel, 1 Feinsieb, 1 Messer, 1 Schneidebrett.	48:54
Messer-__DATEI__Sauerkrautsalat__-12-905	Messer	Kochgeschirr: 1 Schüssel, 1 Messer, 1 Schneidebrett.	28:34
Messer-__DATEI__Knoblauch_bearbeiten__-16-575	Messer	Die herkömmliche Art: Die Hülle der Knoblauchzehen mit dem Messer, vor allem bei frischem Knoblauch, vom Inneren trennen.	59:65
Messer-6389-35-931	Messer	Sie fügt noch hinzu, dass Mitglieder der Organisation auch schon in Bussen gefahren sind, um Selbstmordattentäter abzuschrecken oder dass sich einer einem Palästinenser in den Weg stellte, der einen Soldaten mit einem Messer angreifen wollte.	218:224
Messer-__DATEI__Techniken__Spicken__-0-951	Messer	Beim Spicken wird in die Haut von Geflügel oder in die Oberfläche eines Bratens mit einem spitzen Messer oder einer speziellen Spicknadel etwa 1 cm tief eingestochen.	98:104
Messer-3862-8-943	Messer	Die Ränder wurden dann später mit einem scharfen Messer und Terpentinersatz (frißt sich unheimlich toll in das Styropor) bearbeitet.	49:55
Messer-__DATEI__Messer__-62-562	Messer	Messer bei Wikipedia.	0:6
Messer-__DATEI__Matjes_im_Weinteig_mit_Tomaten-Paprikagemüse__-9-582	Messer	Kochgeschirr: Tomaten-Paprikakraut, 1 Küchenwaage, 1 Juliennehobel, 1 Schneidebrett, 1 Messer bzw. Gemüsehobel, 1 Kochtopf, 1 Küchensieb, 1 Schüsseln, 2 Zitruspresse, Teig, 1 Schneebesen, 1 Küchenmaschine mit Rührbesen oder Handrührer mit Rührbesen, 2 Schüsseln, Vollendung, 1 Zahnstocher, 1 Fritteuse oder Kochtopf, 1 Schaumkelle, 1 Schneidebrett, 1 Messer, 1 Küchenpapier.	87:93
Messer-__DATEI__Schinken-Pfannkuchen__-7-952	Messer	Kochgeschirr: 1 Rührschüssel, 1 Schneebesen, 1 Fettpfanne des Backofens, Backpapier, 1 Messer, 1 Schneidebrett.	87:93
Messer-__DATEI__Eierlikörkekse__-10-971	Messer	Kochgeschirr: Kekse, 1 Küchenwaage, 1 Mehlsieb, 1 Küchenmaschine oder Handrührer mit Knethaken und Schlagkessel, 1 Nudelholz, 1 Backbrett, Keksausstecher je nach Lust und Laune, Backbleche ausgelegt mit Backpapier, 1 Backgitter, Eierlikörcreme, 1 Topf, 1 Schüssel, 1 Schneebesen, 1 Küchenmaschine oder Handrührer mit Rührbesen und Schlagkessel, Vollendung, 1 Messer, 1 Topf (für das Wasserbad), 1 Schüssel (für das Wasserbad), 1 Backgitter, Backpapier.	359:365
Messer-__DATEI__Gefüllte_Gurken__-11-976	Messer	Kochgeschirr: 1 Schneidebrett, 1 Messer, 1 Küchenpapier, 1 Kugelausstecher, 1 gusseiserne Topf mit Deckel, 1 Schneebesen, 2 Schüsseln, 1 große Auflaufform, 1 Muskat-oder Küchenreibe.	33:39
Messer-__DATEI__Szegediner_Fischgulasch__-9-984	Messer	Kochgeschirr: 1 Küchenwaage, 1 Messbecher, einige Schüsseln, 1 Schneidebrett, 1 Messer, 1 Fischmesser, 1 Fischzange, 1 Küchensieb, 1 Mörser mit Stößel, 1 Topf mit Deckel, 1 Pfannenwender, 1 Kochlöffel, Küchenpapier.	80:86
Messer-__DATEI__Apfelschaumsuppe_mit_Schuss_auf_steirische_Art__-11-987	Messer	Kochgeschirr: 1 Sparschäler, 1 Kochtopf, 1 Pfannenwänder, 1 Messer, 1 Schneidebrett, 1 Zauberstab oder Flotte Lotte.	60:66
Messer-10529-13-995	Messer	Die Erwartungen der anderen -wie Allgemeinwissen entsteht Furcht, Habgier und fallende Messer The trend ist your friend?	87:93
Messer-__DATEI__Kalamari-Sauté_mit_Knoblauchtomaten__-9-1003	Messer	Kochgeschirr: 1 Messer, 1 Schneidebrett, 1 Frischhaltefolie, 1 Pfanne, 1 Pfannenwender, Küchenpapier, 1 Aufschnittmaschine.	16:22
Messer-8093-10-1010	Messer	Der Kellner kommt vorbei und er bittet ihn um ein Messer für seine Suppe, dann löffelt er weiter.	50:56
Messer-__DATEI__Ausstechen__-6-1012	Messer	So kann man zum Beispiel aus stabiler Pappe Formen ausschneiden, die man dann auf den Teig legt und dann mit dem Messer herum schneidet.	113:119
Messer-__DATEI__Gebackener_Ricotta_mit_Honig-Kürbis__-8-941	Messer	Kochgeschirr: 2 Schüsseln, 1 Schneebesen, 1 Teigschaber, 1 kleine rechteckige Auflaufform, 1 Backgitter, 1 Messer, 1 Schneidebrett, 1 Zitruspresse, 1 Küchenreibe, 1 große flache Pfanne, 1 Pfannenwender, 1 kleine Pfanne, 1 Pfannenwender, 1 Warmhalteplatte oder Backofen, Küchenpapier.	107:113
Messer-__DATEI__Gebackener_Kalbskopf__-11-584	Messer	Kochgeschirr: 2 Schüssel, 1 Messer, 1 Schneidebrett, 1 ausreichend großer Topf, 1 Gewürzsäckchen, 1 Mörser mit Stößel, 1 Schaumlöffel, Frischhaltefolie, 1 Panierstation oder 3 tiefe Teller, 1 Schneebesen, 1 Pfanne, 1 Pfannenwender.	28:34
Messer-10177-9-647	Messer	Sie müssen erst dann ausgewechselt werden, wenn die Messer quasi nicht mehr da sind.	52:58
Messer-9861-13-589	Messer	In den folgenden Bereichen ist besondere Vorsicht geboten: Kinder und Strom: Messer, Gabel, Schere, Licht.	77:83
Messer-__DATEI__Überbackener_Blumenkohl__-7-895	Messer	Kochgeschirr: 1 Küchenwaage, 1 Messbecher, 1 Backgitter, einige Schüsseln, 1 Esslöffel, 1 scharfes Messer, 1 Schneidebrett, 1 Käse-oder feine Küchenreibe, 2 Töpfe, 1 Schneebesen, 1 Sieblöffel, 1 Muskat-oder feine Küchenreibe, 1 runde Auflaufform, Küchenpapier.	99:105
Messer-3429-7-891	Messer	Die meisten Straßendiebe verwendeten billige, grobe Messer oder gestohlene Klingen, ließen sie für gewöhnlich stecken und machten sich eilig davon.	52:58
Messer-3462-11-880	Messer	Es stehen Töpfe mit dünnem Leim samt Pinseln, ein scharfes Messer und ein Lineal, ein verstellbarer Holzrahmen und einige Silbernadeln mit Zwirn auf dem Tisch.	59:65
Messer-__DATEI__Leberkäse-Spinatrolle__-9-852	Messer	Kochgeschirr: 1 Schneidebrett, 1 Messer, 1 Salatschleuder, 1 Topf, 1 Holzkochlöffel, 1 Küchensieb, 1 Pfannenwender, 1 Muskat oder Küchenreibe, 1 Stabmixer, 1 Küchenreibe, einige Schüsseln, 1 Schneebesen, 1 Küchenmaschine oder Handrührer mit Rührbesen und 2 Rührschüssel, 1 Backblech ausgelegt mit Backpapier, 1 Teigschaber, Frischhaltefolie, Küchenpapier.	33:39
Messer-1481-12-842	Messer	Gegen Mittag des 8. Oktober 1813 stürmte eine Handvoll mit Schwertern und Messern bewaffneter Männer durch das Osttor des Kaiserpalastes in Peking.	74:81
Messer-8315-7-816	Messer	Sie stimmen schließlich täglich am Abendbrottisch mit Messer und Gabel darüber ab, wie das, was auf Ihrem Teller liegt, produziert wurde.	54:60
Messer-9829-26-810	Messer	Die schon angedeutete Auseinandersetzung war die Folge, wobei einer der mittlerweile 6 Nazis eine Gaspistole zog und schoß, ein anderer wie wild mit einem Messer herumfuchtelte.	155:161
Messer-__DATEI__Porreetorte__-11-802	Messer	Kochgeschirr: 1 hoher Topf, 1 Sieb, 1 Pfanne, 1 Pfannenwender, 1 Schüssel, 1 Springform, 1 Nudelholz, 1 Schneidebrett und evtl. ein Backbrett, 1 scharfes Messer, etwas Frischhaltefolie.	154:160
Messer-__DATEI__Zerkleinerer__-6-799	Messer	Der Zerkleinerungsvorgang, die Rotation des Messers, beginnt mit dem Druck auf den Behälterdeckel.	44:51
Messer-__DATEI__Mangomousse__-7-787	Messer	Kochgeschirr: 1 Topf, 3 Schüsseln, 1 Pürierstab, 1 Messer, 1 Schneidebrett, 1 Reibe.	51:57
Messer-__DATEI__Schokoladenkuppel__-50-775	Messer	Mit der Küchenreibe oder einem scharfen Messer Späne von der Schokolade raspeln und die mit Sahne überzogene Kuppel damit bestreuen.	40:46
Messer-9296-7-771	Messer	Ich habe eine Menge Gemüseauslagen mit einem Messer zerfetzt, unter anderem einen Blumenkohl, einen Kürbis und eine Wassermelone, nur um das Geräusch des Beils hinzubekommen.	45:51
Messer-10023-4-587	Messer	Er brachte Angst vor Messern oder Schwertern mit Vergewaltigungsängsten in Verbindung.	21:28
Messer-__DATEI__Apfelbrötchen__-7-758	Messer	Kochgeschirr: 1 Schüssel, 1 Handrührgerät, 1 Feinsieb, 1 Messer, 1 Löffel, 1 Backblech, ausgelegt mit Backpapier.	57:63
Messer-__DATEI__Rosenkohl-Béchamel-Kartoffeln__-6-741	Messer	Kochgeschirr: 2 Töpfe, 1 Sieb, 1 Messbecher, 1 Schneebesen, Küchenpapier, Schüsseln, 1 Kochlöffel, 1 Messer, 1 Schneidebrett.	101:107
Messer-4296-9-716	Messer	Inzwischen begab sich Warwick ein zweites Mal unter das Messer.	56:62
Messer-__DATEI__Glühwein_mit_Schuss__-9-709	Messer	Kochgeschirr: 1 Topf, 1 Messer, 1 Schneidebrett.	24:30
Messer-8762-10-702	Messer	Die klauen, sind faul, stechen immer mit ihrem Messer und ich weiss nicht was.	47:53
Messer-__DATEI__Schinken-Zwiebelplätzchen__-8-697	Messer	Kochgeschirr: 1 Messer, 1 Topf, 1 Kochlöffel, 1 kleine Schüssel (für die Eiermasse), 1 Schneebesen, 1 Schüssel (Hefeteig), 1 Küchenmaschine mit Knethaken oder Handrührer mit Knethaken (Hefeteig), 1 Teigschaber (Hefeteig), 1 runde Ausstechform oder Glas (Ø ca. 5 cm), 1 Backblech, ausgelegt mit Backpapier.	16:22
Messer-__DATEI__Grundausstattung_für_Cocktails__-15-696	Messer	Zitruspresse scharfes Messer.	22:28
Messer-__DATEI__Ravioliausstecher__-6-671	Messer	Danach wird die zweite Hälfte des Teigs darüber geklappt, in den Zwischenräumen angedrückt und schließlich die Ravioli mit einem Messer, Ravioli-Rädchen oder -Ausstecher geschnitten.	129:135
Messer-__DATEI__Beefsteaks_mit_Feta__-7-664	Messer	Kochgeschirr: 1 Messer, 1 Schneidebrett, 1 beschichtete Pfanne oder Pfanne, Küchenpapier, 1 Schüssel, 1 Schöpfkelle, 1 Frischhaltefolie.	16:22
Messer-__DATEI__Frittierter_Aal__-6-658	Messer	Kochgeschirr: 1 große und hohe Pfanne, Küchenpapier, 1 Teller, 1 Schaumlöffel, 1 Messer, 1 Schneidebrett.	81:87
Messer-__DATEI__Gebratener_Butternut-Kürbis_mit_Schafkäse__-9-644	Messer	Kochgeschirr: Einige Schüsseln, 1 Schneidebrett, 1 Messer, 1 Löffel, 1 Backgitter, 1 große Auflaufform, Küchenpapier.	51:57
Messer-2351-5-642	Messer	Höhle die Äpfel mit einem Messer und einem Löffel in der Mitte vorsichtig aus.	26:32
Messer-__DATEI__Napoleonhütchen__-12-597	Messer	Kochgeschirr: 1 Küchenwaage, 1 Küchenreibe, 1 Zitruspresse, 1 Schneidebrett, 1 Messer, 1 Küchenmaschine oder Handrührer mit Knethaken und einem Schlagkessel, Frischhaltefolie, 1 Nussmühle, Nuss-oder Küchenreibe, 1 Topf, 1 Backgitter, für das Wasserbad (zm Schmelzen der Schokolade), 1 Backbrett, 1 Nudelholz, 1 runder Keksausstecher oder Trinkglas (DM ca. sechs cm), 3 Backbleche ausgelegt mit Backpapier, 1 Backgitter, 1 Küchensieb.	79:85
Messer-1765-10-745	Messer	Als Ergebnis zeigt sich, fast so viele Straftatenwerden mit Messern, wie mit allen anderen Waffen zusammen, begangen.	60:67
Messer-9628-25-898	Messer	Weiss zwar nicht wie ich die k-nuss aus der Schale bekomme, ist mir aber auch egal, ich mir einfach kleine Stücke mit dem Messer raus.	122:128
Messer-7569-4-785	Messer	Der Mann zog ein Messer aus seinem Gürtel und schnitt die Schlinge durch.	17:23
Messer-7666-13-558	Messer	Sie schaut mich komisch an, und dann und dann zieht sie ein Messer..	60:66
Messer-10596-2-185	Messer	Ist das Messer wirklich erstklassig scharf?	8:14
Messer-__DATEI__Jägerschnitzel__-7-178	Messer	Kochgeschirr: 1 Messer, 1 Schneidebrett, 1 Topf, 1 Pfanne, 1 Plattiereisen.	16:22
Messer-6525-1-166	Messer	Das Messer in ihrer Hand hatte er nicht bemerkt, lediglich ihre Brustwarzen, die sich mild unter ihrem Hemd wölbten, als komme es nun gerade darauf an.	4:10
Messer-__DATEI__Nudeln_mit_Leberkäse__-6-159	Messer	Kochgeschirr: 1 Messer, 1 Schneidebrett, 1 Sparschäler, 1 große Pfanne, 1 große Pfannenwender, 1 Küchenreibe, 1 Käse-oder Küchenreibe, 1 großer, breiter Nudeltopf oder Topf und 1 Küchensieb, 1 Schöpfkelle, Küchenpapier.	16:22
Messer-__DATEI__Eierschwammerlgulasch_mit_Kings-Prawns__-20-147	Messer	Dann auf dem Rücken mit einem scharfen Messer der Länge nach aufschneiden, den schwarzen Darm entfernen und anschließend in nicht zu kleine, mundgerechte Stücke schneiden.	39:45
Messer-__DATEI__Panir__-14-145	Messer	Kochgeschirr: 1 Messer, 1 Schneidebrett, 1 Zitruspresse, 1 Messbecher, 1 Topf, 1 Schneebesen, 1 Sieblöffel, 1 Passiertuch, 1 größere Schüssel, 1 Durchschlag.	16:22
Messer-__DATEI__Mangostane__-4-132	Messer	Die Schale kann man mit einem Messer einschneiden und die Segmente wie Mandarinen auffächern.	30:36
Messer-__DATEI__Lachscarpaccio__-13-127	Messer	Das gefrorene Fischfilet mit einem scharfen Messer oder der Aufschnittmaschine in hauchdünne Scheiben schneiden.	44:50
Messer-10809-9-126	Messer	Und vor der Tür steht ein Mann mit einem Messer, der hat mich ins Bein gestochen.	41:47
Messer-9270-36-122	Messer	"Auf die Frage, was ihnen vorgeworfen wird, war die spontane erste Antwort"" schwarze Kleidung"", ansonsten ginge es um den Inhalt des Wohnmobils, mehrere dort in der Werkzeugkiste gefundene Hämmer sowie Messer u. ä.."	201:207
Messer-4296-8-115	Messer	Wieviele Hunds tage braucht es, bis ein Messer aufgeht im Sack.	40:46
Messer-1338-23-112	Messer	Mit dem verqueren nationalsozialistischen Gedankengut im Kopf wird geschimpft auf Ausländer und Juden, geprahlt mit der eigenen vermeintlichen Stärke und auch mit Messern und Waffen geprotzt.	163:170
Messer-3298-2-104	Messer	Als das Messer mit einem Taschentuch der Witwe umwickelt gefunden wird, nimmt die Polizei Rose unter Mordverdacht fest.	8:14
Messer-7569-4-101	Messer	Er griff zu dem Messer, das ihm bei der Jagd gute Dienste geleistet hatte und näherte sich den Umrissen der Gestalt.	16:22
Messer-5778-18-100	Messer	Was die Vielfalt angeht, in Lebküchners Messerfechtbuch, werden weit über 300 Kampftechniken, alleine mit dem Messer dargestellt.	110:116
Messer-__DATEI__Apfel-Zimtwürfel__-7-85	Messer	Kochgeschirr: 1 Küchenwaage, 1 Backbrett, 1 Messer, 1 Mehlsieb, 1 Küchenmaschine oder Handrührer mit Knethaken und Schlagkessel, 1 Frischhaltefolie, 1 Gemüsehobel, 1 Zitruspresse, 1 Küchenreibe, 1 Butterpfännchen, 1 Nudelholz, 1 Backbrett, 1 Schneebesen, 1 Schüssel, 2 Backbleche ausgelegt mit Backpapier, 1 Backpinsel, 1 Teigschaber, für das Wasserbad (zm Schmelzen der Schokolade), 1 Topf, 1 Metallschüssel, 1 Schneebesen, 1 Dressiersach mit flacher Tülle (DM ca. 2 mm).	44:50
Messer-__DATEI__Rosenkohl_mit_Speck__-10-72	Messer	(Messertest: Mit einem Messer die Sprosse einstechen, geht dies ohne Widerstand, ist diese gar), Sofort in eiskaltem Wasser abschrecken.	23:29
Messer-__DATEI__Vegetarisches_Sauerkraut__-11-1	Messer	Kochgeschirr: 1 Messer, 1 Schneidebrett, 1 Topf, 1 Pfannenwender, 1 Teeei oder Mullsäckchen, (wenn man keines von beidem hat, muss man den Pfeffer mahlen und Lorbeerblatt, Wacholder und Piment nach dem Kochen aussortieren).	16:22
Messer-7944-9-6	Messer	Ich hatte furchtbare Schmerzen (etwa wie ein heißes Messer im linken Lungenflügel), konnte kaum atmen und hatte nach 4 Wochen immer noch 40 ° C Fieber trotz ständiger Antibiotika.	52:58
Messer-7887-9-15	Messer	Er hat eine dicke Haut, darin zerbrechen die Messer; aber sein Gemüt ist zart.	45:51
Messer-__DATEI__Fenchel-Cappuccino_mit_Pfefferthunfisch_und_Kartoffelkruspies__-9-16	Messer	Kochgeschirr: 1 scharfes Messer, 1 Schneidebrett, 1 Sparschäler, 1 Bratpfanne, 1 Pfannenwender, 1 Feinsieb, 1 Teigschaber, 1 Topf, 1 Zauberstab, 1 Schüssel, 1 Kartoffelpresse, 1 Backblech, 1 Mörser mit Stößel.	25:31
Messer-0-8-28	Messer	"Frauen in den USA ließen vergangenes Jahr unter Messers Schneide ihren falschen"" Gipfel"" ebenfalls nach außen rücken."	48:55
Messer-__DATEI__Eierlikörkuchen_mit_Schokostückchen__-19-35	Messer	In der Zwischenzeit die Schokolade mit dem Messer grob raspeln.	43:49
Messer-5767-25-186	Messer	Bevor er sich an die Bank setzte und sein Gesicht zu bemalen begann, fühlte er mit den Fingerspitzen über die Schneiden der Äxte und Messer.	133:139
Messer-8281-4-37	Messer	Wir haben mit den Messern das Blatt aus dem Ton ausgeschnitten.	18:25
Messer-__DATEI__Mürbeteig__-8-50	Messer	Der Teig wird leicht verknetet oder auch mit einem Messer gehackt.	51:57
Messer-__DATEI__Kartoffelsambal__-6-51	Messer	Kochgeschirr: 1 Pfanne, Küchenpapier, 1 Messer, 1 Schneidebrett, 1 Schüssel, 1 Wok oder tiefe Pfanne.	40:46
Messer-__DATEI__Meeresfrüchte_in_Kokosmilchsauce__-7-55	Messer	Kochgeschirr: 1 scharfes Messer, 1 Schneidebrett, 1 Mörser mit Stößel oder Küchenmaschine, 1 große Schüssel, 1 großer Topf mit Deckel, 1 Wok oder große Pfanne.	25:31
Messer-__DATEI__Tomatenkraut_auf_Waldviertler_Art__-10-57	Messer	Kochgeschirr: 1 Küchenwaage, 1 scharfes Messer, 1 Schneidebrett, 1 Pfanne, 1 Pfannenwender.	40:46
Messer-3429-12-64	Messer	Tief und beruhigend ertönten ihre Klänge und durchschnitten die Decke wie ein Messer.	78:84
Messer-8493-5-70	Messer	Persönlich stand meine Teilnahme auf Messers Schneide.	37:44
Messer-__DATEI__Katzeng‘schroa_aus_dem_Innviertel__-11-49	Messer	Kochgeschirr: 1 Pfanne, 1 Messer, 1 Schneidebrett, 1 Zestenreißer, 1 Mörser mit Stößel.	26:32
Messer-__DATEI__Thunfischtürmchen_mit_Ratatouille,_Kartoffelvariationen_und_Rosmarinschaum__-9-201	Messer	Kochgeschirr: 1 Küchenwaage, 1 Fischzange, 1 Messer, 1 Sparschäler, 1 Küchenreibe, 1 Topf mit Deckel, 1 Pfanne mit Deckel, 1 Küchensieb, 1 Milchtopf, 1 Kartoffelstampfer oder Kartoffelpresse, 1 Muskat-oder Küchenreibe, 1 Kochlöffel, 1 Topf oder Fritteuse, 1 Sieblöffel, 1 Pfanne, Frischhaltefolie, Küchenpapier.	45:51
Messer-__DATEI__Auberginen-Tomaten-Sauce__-7-116	Messer	Kochgeschirr: große Pfanne oder Wok, Pfannenwender, 1 großes scharfes Messer, Brettchen.	70:76
Messer-4289-7-210	Messer	Aber genauso enthält jeder Hammer, jedes Messer, jeder Stuhl die Möglichkeit, für etwas anderes als den eigentlichen Gebrauch verwendet zu werden.	41:47
Messer-10789-31-537	Messer	Die Lehrzeit ist hart für den Jungen, als Helfer in der Not erweist sich der Altgeselle Tonda, der aber am Jahresende auf unerklärliche Weise stirbt und Krabat nur sein Messer und einige dunkle Ahnungen hinterlässt.	169:175
Messer-__DATEI__Rotweinbirnen__-10-536	Messer	Kochgeschirr: 1 Topf, 1 Messer, 1 Schneidebrett, 1 Kochlöffel.	24:30
Messer-7666-13-520	Messer	Sie schaut mich komisch an, und dann und dann zieht sie ein Messer...	60:66
