identifier1	identifier2	lemma	mean_disagreement_cleaned	judgments
1970-2015_egg_757	1970-2015_egg_931	egg	0.0	[1, 1]
1929-1965_egg_473	1970-2015_egg_827	egg	0.6666666666666666	[4, 3, 4]
1929-1965_egg_376	1970-2015_egg_966	egg	0.6666666666666666	[4, 3, 4]
1929-1965_egg_35	1929-1965_egg_576	egg	1.0	[4, 3]
1929-1965_egg_35	1929-1965_egg_473	egg	1.0	[3, 4]
1929-1965_egg_258	1970-2015_egg_966	egg	0.0	[1, 1]
1929-1965_egg_258	1970-2015_egg_827	egg	0.0	[1, 1, 1]
1929-1965_egg_258	1970-2015_egg_372	egg	0.0	[1, 1]
1929-1965_egg_258	1970-2015_egg_1607	egg	0.0	[1, 1]
1929-1965_egg_258	1970-2015_egg_1458	egg	0.0	[1, 1]
1929-1965_egg_258	1929-1965_egg_78	egg	0.0	[1, 1]
1929-1965_egg_258	1929-1965_egg_576	egg	0.0	[1, 1]
1929-1965_egg_258	1929-1965_egg_473	egg	0.0	[1, 1]
1929-1965_egg_258	1929-1965_egg_446	egg	0.0	[1, 1]
1929-1965_egg_258	1929-1965_egg_35	egg	0.0	[1, 1]
1929-1965_egg_120	1970-2015_egg_966	egg	0.0	[4, 4]
1929-1965_egg_120	1970-2015_egg_934	egg	0.0	[4, 4]
1929-1965_egg_120	1970-2015_egg_790	egg	2.0	[4, 2]
1929-1965_egg_120	1970-2015_egg_757	egg	0.0	[1, 1]
1929-1965_egg_120	1970-2015_egg_1607	egg	0.0	[4, 4]
1929-1965_egg_120	1929-1965_egg_465	egg	1.0	[4, 3]
1929-1965_egg_120	1929-1965_egg_376	egg	0.0	[4, 4]
1929-1965_egg_35	1929-1965_egg_78	egg	0.0	[4, 4]
1929-1965_egg_35	1970-2015_egg_743	egg	1.3333333333333333	[3, 2, 4]
1929-1965_egg_35	1970-2015_egg_790	egg	1.0	[3, 4]
1929-1965_egg_35	1970-2015_egg_931	egg	0.0	[4, 4]
1929-1965_egg_465	1970-2015_egg_934	egg	0.0	[4, 4]
1929-1965_egg_465	1970-2015_egg_931	egg	1.0	[3, 4]
1929-1965_egg_465	1970-2015_egg_790	egg	1.0	[3, 4]
1929-1965_egg_465	1970-2015_egg_743	egg	0.0	[3, 3]
1929-1965_egg_465	1970-2015_egg_1607	egg	0.0	[4, 4, 4]
1929-1965_egg_465	1970-2015_egg_1458	egg	0.0	[4, 4, 4]
1929-1965_egg_465	1929-1965_egg_51	egg	1.0	[4, 3]
1929-1965_egg_465	1929-1965_egg_473	egg	2.0	[4, 2]
1929-1965_egg_446	1970-2015_egg_931	egg	0.0	[4, 4]
1929-1965_egg_120	1929-1965_egg_35	egg	0.0	[4, 4]
1929-1965_egg_446	1970-2015_egg_743	egg	0.0	[3, 3]
1929-1965_egg_446	1970-2015_egg_1607	egg	0.0	[4, 4]
1929-1965_egg_446	1929-1965_egg_576	egg	0.6666666666666666	[4, 3, 4]
1929-1965_egg_446	1929-1965_egg_465	egg	0.0	[4, 4, 4]
1929-1965_egg_376	1970-2015_egg_790	egg	1.0	[4, 3]
1929-1965_egg_376	1970-2015_egg_743	egg	1.0	[3, 4]
1929-1965_egg_376	1970-2015_egg_372	egg	0.0	[4, 4]
1929-1965_egg_376	1929-1965_egg_78	egg	0.0	[4, 4]
1929-1965_egg_376	1929-1965_egg_51	egg	0.6666666666666666	[4, 3, 4]
1929-1965_egg_376	1929-1965_egg_473	egg	0.0	[4, 4, 4]
1929-1965_egg_446	1970-2015_egg_372	egg	0.0	[4, 4]
1929-1965_egg_120	1929-1965_egg_258	egg	0.0	[1, 1]
1929-1965_egg_120	1929-1965_egg_473	egg	1.0	[3, 4]
1929-1965_egg_51	1970-2015_egg_966	egg	0.0	[4, 4]
1929-1965_egg_576	1970-2015_egg_372	egg	0.0	[4, 4]
1929-1965_egg_576	1970-2015_egg_1607	egg	2.0	[2, 4]
1929-1965_egg_576	1929-1965_egg_78	egg	2.0	[4, 2]
1929-1965_egg_78	1970-2015_egg_1607	egg	0.0	[4, 4]
1929-1965_egg_51	1970-2015_egg_827	egg	1.0	[3, 4]
1929-1965_egg_51	1970-2015_egg_790	egg	0.0	[4, 4]
1929-1965_egg_51	1970-2015_egg_757	egg	3.0	[1, 4]
1929-1965_egg_51	1970-2015_egg_743	egg	2.0	[2, 4]
1929-1965_egg_51	1970-2015_egg_1458	egg	0.0	[4, 4]
1929-1965_egg_473	1970-2015_egg_966	egg	0.0	[4, 4]
1929-1965_egg_473	1970-2015_egg_931	egg	0.0	[4, 4]
1929-1965_egg_78	1970-2015_egg_372	egg	0.0	[4, 4, 4]
1929-1965_egg_78	1970-2015_egg_743	egg	1.0	[4, 3]
1929-1965_egg_78	1970-2015_egg_931	egg	0.0	[4, 4]
1929-1965_egg_78	1970-2015_egg_966	egg	0.0	[4, 4]
1929-1965_egg_576	1970-2015_egg_966	egg	2.0	[4, 2]
1929-1965_egg_473	1929-1965_egg_576	egg	1.3333333333333333	[4, 2, 4]
1929-1965_egg_576	1970-2015_egg_827	egg	2.0	[2, 4]
1970-2015_fag_14575	1970-2015_fag_5825	fag	0.0	[4, 4]
1970-2015_fag_14575	1970-2015_fag_4887	fag	0.0	[4, 4]
1970-2015_fag_12912	1970-2015_fag_4887	fag	0.0	[4, 4]
1970-2015_fag_14068	1970-2015_fag_5825	fag	0.0	[4, 4]
1970-2015_fag_14068	1970-2015_fag_4887	fag	0.0	[4, 4]
1970-2015_fag_13012	1970-2015_fag_4887	fag	0.0	[4, 4]
1970-2015_fag_12912	1970-2015_fag_7573	fag	0.0	[4, 4]
1970-2015_fag_10329	1970-2015_fag_13012	fag	0.0	[4, 4]
1970-2015_fag_10329	1970-2015_fag_16376	fag	0.6666666666666666	[4, 3, 4]
1970-2015_fag_10329	1970-2015_fag_4887	fag	0.0	[4, 4]
1970-2015_fag_12912	1970-2015_fag_5825	fag	0.0	[4, 4]
1970-2015_fag_12912	1970-2015_fag_17634	fag	0.0	[4, 4]
1970-2015_fag_14575	1970-2015_fag_16376	fag	0.0	[4, 4]
1970-2015_fag_12912	1970-2015_fag_14575	fag	0.0	[4, 4]
1929-1965_fag_825	1970-2015_fag_12912	fag	0.0	[4, 4, 4]
1929-1965_fag_938	1970-2015_fag_4887	fag	0.0	[4, 4]
1929-1965_fag_553	1970-2015_fag_14575	fag	0.0	[4, 4]
1929-1965_fag_553	1970-2015_fag_7573	fag	1.0	[4, 3]
1929-1965_fag_565	1929-1965_fag_825	fag	0.0	[4, 4, 4]
1929-1965_fag_565	1929-1965_fag_938	fag	0.0	[4, 4]
1929-1965_fag_565	1970-2015_fag_14068	fag	0.0	[4, 4, 4]
1929-1965_fag_565	1970-2015_fag_14575	fag	0.0	[4, 4, 4]
1929-1965_fag_565	1970-2015_fag_5825	fag	0.0	[4, 4]
1929-1965_fag_825	1929-1965_fag_864	fag	0.0	[4, 4]
1929-1965_fag_825	1970-2015_fag_14068	fag	0.0	[4, 4]
1929-1965_fag_825	1970-2015_fag_4887	fag	0.0	[4, 4]
1929-1965_fag_864	1970-2015_fag_10329	fag	0.0	[4, 4]
1929-1965_fag_864	1970-2015_fag_14575	fag	0.0	[4, 4]
1929-1965_fag_894	1970-2015_fag_14068	fag	0.0	[4, 4]
1929-1965_fag_894	1970-2015_fag_4887	fag	0.0	[4, 4, 4]
1929-1965_fag_894	1970-2015_fag_7573	fag	0.0	[4, 4]
1929-1965_fag_938	1970-2015_fag_13012	fag	0.0	[4, 4]
1929-1965_fag_938	1970-2015_fag_14575	fag	0.0	[4, 4]
1929-1965_fag_938	1970-2015_fag_15205	fag	0.0	[0, 4, 4]
1929-1965_fag_938	1970-2015_fag_16376	fag	0.0	[4, 4]
1929-1965_fag_938	1970-2015_fag_7573	fag	0.0	[4, 4]
1970-2015_fag_16376	1970-2015_fag_17634	fag	0.6666666666666666	[4, 3, 4]
1970-2015_fag_15205	1970-2015_fag_16376	fag	0.0	[4, 4]
1970-2015_fag_16376	1970-2015_fag_5825	fag	0.0	[4, 4, 4]
1929-1965_fag_1041	1929-1965_fag_938	fag	0.0	[1, 1]
1929-1965_fag_1041	1929-1965_fag_864	fag	1.0	[2, 1]
1929-1965_fag_1041	1929-1965_fag_825	fag	1.0	[2, 1]
1929-1965_fag_1041	1929-1965_fag_553	fag	0.0	[1, 1]
1929-1965_fag_1031	1970-2015_fag_5825	fag	0.0	[4, 4]
1929-1965_fag_1031	1970-2015_fag_4887	fag	0.0	[4, 4]
1929-1965_fag_1031	1970-2015_fag_16376	fag	0.0	[4, 4]
1929-1965_fag_1031	1970-2015_fag_13012	fag	0.0	[4, 4]
1929-1965_fag_1031	1929-1965_fag_864	fag	0.0	[4, 4]
1929-1965_fag_1031	1929-1965_fag_214	fag	0.0	[4, 4]
1929-1965_fag_1031	1929-1965_fag_1455	fag	0.0	[4, 4]
1929-1965_fag_1041	1970-2015_fag_10329	fag	0.6666666666666666	[2, 1, 1]
1929-1965_fag_1031	1929-1965_fag_1041	fag	0.0	[1, 1]
1929-1965_fag_1028	1970-2015_fag_17634	fag	0.0	[4, 4]
1929-1965_fag_1028	1970-2015_fag_16376	fag	0.0	[4, 4]
1929-1965_fag_1028	1970-2015_fag_13012	fag	0.0	[4, 4]
1929-1965_fag_1028	1929-1965_fag_938	fag	0.0	[4, 4]
1929-1965_fag_1028	1929-1965_fag_894	fag	0.0	[4, 4]
1929-1965_fag_1028	1929-1965_fag_825	fag	0.0	[4, 4, 4]
1929-1965_fag_1028	1929-1965_fag_565	fag	0.0	[4, 4]
1929-1965_fag_1028	1929-1965_fag_553	fag	0.6666666666666666	[4, 3, 4]
1929-1965_fag_1028	1929-1965_fag_1041	fag	1.0	[2, 1]
1929-1965_fag_1028	1929-1965_fag_1031	fag	0.0	[4, 4]
1929-1965_fag_553	1970-2015_fag_5825	fag	0.0	[4, 4]
1929-1965_fag_1028	1970-2015_fag_4887	fag	0.0	[4, 4, 4]
1929-1965_fag_1041	1970-2015_fag_12912	fag	0.0	[1, 1]
1929-1965_fag_1041	1970-2015_fag_14575	fag	0.0	[1, 1]
1929-1965_fag_1041	1970-2015_fag_5825	fag	0.6666666666666666	[2, 1, 1]
1970-2015_fag_17634	1970-2015_fag_4887	fag	0.0	[4, 4]
1970-2015_fag_17634	1970-2015_fag_5825	fag	0.0	[4, 4]
1970-2015_fag_17634	1970-2015_fag_7573	fag	0.0	[4, 4, 4]
1970-2015_fag_4887	1970-2015_fag_5825	fag	0.0	[4, 4, 4]
1970-2015_fag_4887	1970-2015_fag_7573	fag	0.0	[4, 4, 4]
1929-1965_fag_553	1970-2015_fag_12912	fag	0.0	[4, 4]
1929-1965_fag_553	1929-1965_fag_938	fag	1.0	[3, 4]
1929-1965_fag_553	1929-1965_fag_894	fag	1.0	[3, 4]
1929-1965_fag_553	1929-1965_fag_825	fag	1.0	[3, 4]
1929-1965_fag_214	1970-2015_fag_7573	fag	0.0	[4, 4]
1929-1965_fag_214	1970-2015_fag_4887	fag	0.0	[4, 4]
1929-1965_fag_214	1970-2015_fag_14068	fag	0.0	[4, 4]
1929-1965_fag_214	1970-2015_fag_12912	fag	0.0	[4, 4, 4]
1929-1965_fag_214	1929-1965_fag_938	fag	0.0	[4, 4]
1929-1965_fag_214	1929-1965_fag_864	fag	0.0	[4, 4]
1929-1965_fag_1455	1970-2015_fag_7573	fag	0.0	[4, 4]
1929-1965_fag_1455	1970-2015_fag_5825	fag	0.0	[4, 4]
1929-1965_fag_1455	1970-2015_fag_4887	fag	0.0	[4, 4]
1929-1965_fag_1455	1970-2015_fag_17634	fag	0.0	[4, 4]
1929-1965_fag_1455	1970-2015_fag_16376	fag	0.0	[4, 4, 4]
1929-1965_fag_1455	1970-2015_fag_14068	fag	0.0	[4, 4]
1929-1965_fag_1455	1970-2015_fag_13012	fag	0.0	[4, 4]
1929-1965_fag_1455	1929-1965_fag_825	fag	0.0	[4, 4]
1929-1965_fag_1455	1929-1965_fag_214	fag	0.0	[4, 4]
1929-1965_fag_1041	1970-2015_fag_7573	fag	1.0	[2, 1]
1970-2015_fag_16376	1970-2015_fag_4887	fag	0.0	[4, 4]
1929-1965_fag_553	1970-2015_fag_16376	fag	1.0	[4, 3]
1980-1990_fane_0	1980-1990_fane_2	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_7	2012-2019_fane_88	fane	0.0	[2, 2]
1980-1990_fane_3	2012-2019_fane_125	fane	0.0	[3, 3]
1980-1990_fane_3	2012-2019_fane_113	fane	0.0	[3, 3, 3]
1980-1990_fane_3	2012-2019_fane_109	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_3	1980-1990_fane_6	fane	1.3333333333333333	[1, 3, 2]
1980-1990_fane_3	1980-1990_fane_5	fane	0.0	[4, 4]
1980-1990_fane_3	1980-1990_fane_4	fane	0.6666666666666666	[3, 2, 3]
1980-1990_fane_3	2012-2019_fane_130	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_2	2012-2019_fane_88	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_2	2012-2019_fane_54	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_2	2012-2019_fane_35	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_2	2012-2019_fane_242	fane	1.0	[1, 2]
1980-1990_fane_2	2012-2019_fane_230	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_2	2012-2019_fane_180	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_2	2012-2019_fane_130	fane	0.0	[1, 1]
1980-1990_fane_2	2012-2019_fane_7	fane	2.0	[1, 4, 2]
1980-1990_fane_2	2012-2019_fane_125	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_3	2012-2019_fane_180	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_3	2012-2019_fane_242	fane	0.0	[4, 4, 4]
1980-1990_fane_4	2012-2019_fane_54	fane	0.6666666666666666	[4, 4, 3]
1980-1990_fane_4	2012-2019_fane_35	fane	0.6666666666666666	[3, 4, 4]
1980-1990_fane_4	2012-2019_fane_242	fane	0.0	[3, 3, 3]
1980-1990_fane_4	2012-2019_fane_230	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_4	2012-2019_fane_180	fane	1.0	[1, 2]
1980-1990_fane_4	2012-2019_fane_130	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_3	2012-2019_fane_230	fane	0.0	[1, 1]
1980-1990_fane_4	2012-2019_fane_125	fane	0.0	[4, 4, 4]
1980-1990_fane_4	1980-1990_fane_6	fane	0.0	[1, 1]
1980-1990_fane_4	1980-1990_fane_5	fane	0.0	[3, 3, 3]
1980-1990_fane_3	2012-2019_fane_88	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_3	2012-2019_fane_7	fane	0.0	[4, 4]
1980-1990_fane_3	2012-2019_fane_54	fane	0.0	[3, 3]
1980-1990_fane_3	2012-2019_fane_35	fane	0.0	[3, 3, 3]
1980-1990_fane_4	2012-2019_fane_109	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_4	2012-2019_fane_7	fane	0.0	[3, 3]
1980-1990_fane_2	2012-2019_fane_113	fane	0.0	[1, 1]
1980-1990_fane_2	1980-1990_fane_6	fane	0.0	[4, 4, 4]
1980-1990_fane_0	2012-2019_fane_7	fane	0.0	[4, 4]
1980-1990_fane_0	2012-2019_fane_54	fane	0.6666666666666666	[3, 4, 3]
1980-1990_fane_0	2012-2019_fane_35	fane	0.0	[3, 3]
1980-1990_fane_0	2012-2019_fane_242	fane	0.0	[4, 4, 4]
1980-1990_fane_0	2012-2019_fane_230	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_0	2012-2019_fane_180	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_0	2012-2019_fane_88	fane	0.0	[2, 2]
1980-1990_fane_0	2012-2019_fane_130	fane	0.0	[2, 2]
1980-1990_fane_0	2012-2019_fane_113	fane	0.0	[3, 3, 3]
1980-1990_fane_0	2012-2019_fane_109	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_0	1980-1990_fane_6	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_0	1980-1990_fane_5	fane	0.0	[4, 4, 4]
1980-1990_fane_0	1980-1990_fane_4	fane	1.0	[2, 3]
1980-1990_fane_0	1980-1990_fane_3	fane	0.0	[4, 4, 4]
1980-1990_fane_0	2012-2019_fane_125	fane	0.0	[3, 3, 3]
1980-1990_fane_2	2012-2019_fane_109	fane	0.0	[1, 1]
1980-1990_fane_1	1980-1990_fane_2	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_1	1980-1990_fane_4	fane	0.0	[3, 3, 3]
1980-1990_fane_2	1980-1990_fane_5	fane	1.3333333333333333	[1, 3, 2]
1980-1990_fane_2	1980-1990_fane_4	fane	0.0	[1, 1]
1980-1990_fane_2	1980-1990_fane_3	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_1	2012-2019_fane_88	fane	1.0	[1, 2]
1980-1990_fane_1	2012-2019_fane_35	fane	0.6666666666666666	[4, 3, 3]
1980-1990_fane_1	2012-2019_fane_242	fane	0.0	[4, 4, 4]
1980-1990_fane_1	1980-1990_fane_3	fane	0.0	[4, 4]
1980-1990_fane_1	2012-2019_fane_230	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_1	2012-2019_fane_130	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_1	2012-2019_fane_125	fane	0.0	[3, 3]
1980-1990_fane_1	2012-2019_fane_113	fane	0.0	[3, 3, 3]
1980-1990_fane_1	2012-2019_fane_109	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_1	1980-1990_fane_6	fane	1.0	[0, 1, 2]
1980-1990_fane_1	1980-1990_fane_5	fane	0.0	[4, 4]
1980-1990_fane_1	2012-2019_fane_180	fane	1.0	[1, 2]
1980-1990_fane_4	2012-2019_fane_88	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_5	1980-1990_fane_6	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_5	2012-2019_fane_109	fane	0.6666666666666666	[1, 2, 2]
2012-2019_fane_130	2012-2019_fane_7	fane	1.0	[1, 2]
2012-2019_fane_130	2012-2019_fane_54	fane	0.6666666666666666	[1, 2, 2]
2012-2019_fane_130	2012-2019_fane_35	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_130	2012-2019_fane_242	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_130	2012-2019_fane_230	fane	0.0	[4, 4]
2012-2019_fane_130	2012-2019_fane_180	fane	0.0	[4, 4]
2012-2019_fane_130	2012-2019_fane_88	fane	0.0	[4, 4]
2012-2019_fane_125	2012-2019_fane_88	fane	1.0	[1, 2]
2012-2019_fane_125	2012-2019_fane_54	fane	0.0	[4, 4, 4]
2012-2019_fane_125	2012-2019_fane_35	fane	0.6666666666666666	[3, 4, 4]
2012-2019_fane_125	2012-2019_fane_242	fane	0.0	[3, 3]
2012-2019_fane_125	2012-2019_fane_230	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_125	2012-2019_fane_130	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_113	2012-2019_fane_88	fane	1.0	[1, 2]
2012-2019_fane_125	2012-2019_fane_7	fane	0.0	[3, 3, 3]
2012-2019_fane_113	2012-2019_fane_7	fane	0.0	[3, 3, 3]
2012-2019_fane_180	2012-2019_fane_242	fane	0.6666666666666666	[1, 2, 2]
2012-2019_fane_180	2012-2019_fane_54	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_54	2012-2019_fane_88	fane	0.6666666666666666	[1, 2, 2]
2012-2019_fane_54	2012-2019_fane_7	fane	1.0	[4, 3]
2012-2019_fane_35	2012-2019_fane_88	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_35	2012-2019_fane_7	fane	0.0	[3, 3]
2012-2019_fane_35	2012-2019_fane_54	fane	0.0	[4, 4, 4]
2012-2019_fane_242	2012-2019_fane_88	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_180	2012-2019_fane_35	fane	0.0	[1, 1]
2012-2019_fane_242	2012-2019_fane_7	fane	0.0	[4, 4, 4]
2012-2019_fane_230	2012-2019_fane_88	fane	0.0	[4, 4, 4]
2012-2019_fane_230	2012-2019_fane_54	fane	0.6666666666666666	[1, 2, 2]
2012-2019_fane_230	2012-2019_fane_35	fane	0.0	[2, 2]
2012-2019_fane_230	2012-2019_fane_242	fane	0.6666666666666666	[1, 2, 2]
2012-2019_fane_180	2012-2019_fane_88	fane	0.0	[4, 4, 4]
2012-2019_fane_180	2012-2019_fane_7	fane	1.0	[1, 2]
2012-2019_fane_242	2012-2019_fane_35	fane	0.6666666666666666	[4, 4, 3]
2012-2019_fane_113	2012-2019_fane_54	fane	0.6666666666666666	[4, 3, 3]
2012-2019_fane_113	2012-2019_fane_35	fane	1.0	[3, 4]
2012-2019_fane_113	2012-2019_fane_242	fane	0.0	[3, 3, 3]
1980-1990_fane_6	2012-2019_fane_130	fane	0.0	[1, 1]
1980-1990_fane_6	2012-2019_fane_125	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_6	2012-2019_fane_113	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_6	2012-2019_fane_109	fane	0.0	[1, 1]
1980-1990_fane_5	2012-2019_fane_88	fane	0.0	[2, 2]
1980-1990_fane_5	2012-2019_fane_7	fane	0.0	[4, 4, 4]
1980-1990_fane_6	2012-2019_fane_180	fane	0.0	[1, 1]
1980-1990_fane_5	2012-2019_fane_54	fane	0.6666666666666666	[3, 4, 3]
1980-1990_fane_5	2012-2019_fane_242	fane	0.0	[4, 4]
1980-1990_fane_5	2012-2019_fane_230	fane	1.0	[1, 2]
1980-1990_fane_5	2012-2019_fane_180	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_5	2012-2019_fane_130	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_5	2012-2019_fane_125	fane	0.6666666666666666	[3, 3, 2]
1980-1990_fane_5	2012-2019_fane_113	fane	0.0	[3, 3, 3]
1980-1990_fane_5	2012-2019_fane_35	fane	0.0	[3, 3, 3]
1980-1990_fane_6	2012-2019_fane_230	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_6	2012-2019_fane_242	fane	0.6666666666666666	[1, 2, 2]
1980-1990_fane_6	2012-2019_fane_54	fane	0.6666666666666666	[1, 2, 2]
2012-2019_fane_113	2012-2019_fane_230	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_113	2012-2019_fane_180	fane	0.6666666666666666	[1, 2, 2]
2012-2019_fane_113	2012-2019_fane_130	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_113	2012-2019_fane_125	fane	0.6666666666666666	[4, 3, 4]
2012-2019_fane_109	2012-2019_fane_88	fane	0.0	[4, 4, 4]
2012-2019_fane_109	2012-2019_fane_7	fane	1.0	[1, 2]
2012-2019_fane_109	2012-2019_fane_54	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_109	2012-2019_fane_35	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_109	2012-2019_fane_242	fane	0.6666666666666666	[1, 2, 2]
2012-2019_fane_109	2012-2019_fane_230	fane	0.0	[4, 4]
2012-2019_fane_109	2012-2019_fane_130	fane	0.0	[4, 4, 4]
2012-2019_fane_109	2012-2019_fane_125	fane	0.6666666666666666	[1, 1, 2]
2012-2019_fane_109	2012-2019_fane_113	fane	0.6666666666666666	[1, 1, 2]
1980-1990_fane_6	2012-2019_fane_88	fane	1.0	[0, 1, 2]
1980-1990_fane_6	2012-2019_fane_7	fane	0.0	[0, 2, 2]
1980-1990_fane_0	1980-1990_fane_1	fane	0.0	[4, 4]
1980-1990_fane_1	2012-2019_fane_54	fane	0.6666666666666666	[3, 4, 3]
1980-1990_fane_1	2012-2019_fane_7	fane	0.0	[4, 4]
1929-1965_fil_31	1970-2015_fil_242	fil	0.0	[4, 4, 4]
1929-1965_fil_28	1929-1965_fil_61	fil	3.0	[4, 1, 0]
1929-1965_fil_28	1929-1965_fil_32	fil	0.0	[4, 4, 4]
1929-1965_fil_28	1929-1965_fil_31	fil	0.0	[4, 4, 4]
1929-1965_fil_32	1970-2015_fil_214	fil	0.0	[1, 1]
1929-1965_fil_32	1970-2015_fil_21	fil	0.0	[1, 1]
1929-1965_fil_17	1929-1965_fil_71	fil	0.0	[1, 1]
1929-1965_fil_28	1929-1965_fil_71	fil	0.0	[0, 1, 1]
1929-1965_fil_32	1970-2015_fil_171	fil	0.0	[1, 1]
1929-1965_fil_32	1929-1965_fil_71	fil	0.0	[1, 1]
1929-1965_fil_31	1970-2015_fil_81	fil	0.0	[1, 1, 1]
1929-1965_fil_31	1970-2015_fil_240	fil	0.0	[1, 1, 1]
1929-1965_fil_31	1970-2015_fil_23	fil	0.0	[0, 1, 1]
1929-1965_fil_31	1970-2015_fil_214	fil	0.0	[1, 1, 1]
1929-1965_fil_31	1970-2015_fil_21	fil	0.0	[1, 1, 1]
1929-1965_fil_32	1970-2015_fil_165	fil	0.0	[1, 1, 1]
1929-1965_fil_31	1970-2015_fil_165	fil	0.0	[1, 1, 1]
1929-1965_fil_28	1970-2015_fil_165	fil	0.0	[1, 1, 1]
1929-1965_fil_28	1970-2015_fil_21	fil	0.0	[1, 1]
1929-1965_fil_71	1970-2015_fil_81	fil	2.0	[0, 3, 1]
1929-1965_fil_71	1970-2015_fil_240	fil	1.0	[0, 2, 1]
1929-1965_fil_71	1970-2015_fil_214	fil	3.0	[0, 4, 1]
1929-1965_fil_71	1970-2015_fil_21	fil	1.0	[0, 2, 1]
1929-1965_fil_71	1970-2015_fil_165	fil	1.0	[0, 2, 1]
1929-1965_fil_61	1970-2015_fil_90	fil	0.0	[0, 1, 1]
1929-1965_fil_28	1970-2015_fil_171	fil	0.0	[1, 1]
1929-1965_fil_61	1970-2015_fil_23	fil	0.0	[0, 1, 1]
1929-1965_fil_32	1970-2015_fil_90	fil	0.0	[0, 1, 1]
1929-1965_fil_32	1970-2015_fil_81	fil	0.0	[1, 1]
1929-1965_fil_32	1970-2015_fil_242	fil	0.0	[4, 4]
1929-1965_fil_32	1970-2015_fil_240	fil	0.0	[1, 1, 1]
1929-1965_fil_32	1970-2015_fil_23	fil	0.0	[0, 1, 1]
1929-1965_fil_28	1970-2015_fil_214	fil	0.0	[1, 1, 1]
1929-1965_fil_61	1929-1965_fil_71	fil	0.0	[0, 1, 1]
1929-1965_fil_31	1929-1965_fil_71	fil	0.0	[1, 1]
1929-1965_fil_31	1970-2015_fil_171	fil	0.0	[1, 1, 1]
1929-1965_fil_31	1929-1965_fil_32	fil	0.0	[4, 4, 4]
1970-2015_fil_21	1970-2015_fil_242	fil	0.0	[1, 1, 1]
1970-2015_fil_21	1970-2015_fil_240	fil	0.0	[4, 4]
1970-2015_fil_21	1970-2015_fil_214	fil	0.0	[4, 4, 4]
1970-2015_fil_171	1970-2015_fil_81	fil	0.0	[4, 4, 4]
1970-2015_fil_171	1970-2015_fil_242	fil	0.0	[1, 1]
1970-2015_fil_171	1970-2015_fil_240	fil	0.6666666666666666	[4, 3, 4]
1970-2015_fil_171	1970-2015_fil_214	fil	0.0	[4, 4, 4]
1970-2015_fil_171	1970-2015_fil_21	fil	0.0	[4, 4, 4]
1970-2015_fil_165	1970-2015_fil_90	fil	0.0	[0, 1, 1]
1970-2015_fil_165	1970-2015_fil_81	fil	0.0	[4, 4, 4]
1970-2015_fil_165	1970-2015_fil_242	fil	0.0	[1, 1, 1]
1970-2015_fil_165	1970-2015_fil_23	fil	0.0	[0, 1, 1]
1970-2015_fil_165	1970-2015_fil_214	fil	0.0	[4, 4, 4]
1970-2015_fil_165	1970-2015_fil_171	fil	0.0	[4, 4, 4]
