identifier1	identifier2	lemma	median_cleaned	judgments
1961-30-38	1997-53-38	储粮	4.0	[4, 4]
1961-30-38	1990-68-38	储粮	4.0	[4, 4]
1969-20-38	1972-23-38	储粮	4.0	[4, 4]
1969-7-38	1997-91-38	储粮	3.0	[3, 3]
1958-0-38	1972-42-38	储粮	3.0	[3, 3]
1971-1-38	1997-59-38	储粮	3.0	[3, 3]
1984-98-38	1991-92-38	储粮	4.0	[4, 4]
1984-98-38	1991-96-38	储粮	4.0	[4, 4]
1969-32-38	1971-1-38	储粮	4.0	[4, 4]
1969-32-38	1972-16-38	储粮	4.0	[4, 4]
1984-98-38	1997-52-38	储粮	4.0	[4, 4]
1995-66-38	1997-91-38	储粮	3.0	[3, 3]
1984-98-38	1997-59-38	储粮	3.0	[3, 3]
1969-32-38	1972-19-38	储粮	3.0	[3, 3]
1969-32-38	1972-23-38	储粮	4.0	[4, 4]
1969-32-38	1972-3-38	储粮	4.0	[4, 4]
1969-32-38	1972-34-38	储粮	4.0	[4, 4]
1984-98-38	1991-82-38	储粮	4.0	[4, 4]
1969-32-38	1972-42-38	储粮	4.0	[4, 4]
1969-32-38	1976-26-38	储粮	4.0	[4, 4]
1969-32-38	1981-71-38	储粮	4.0	[4, 4]
1971-1-38	1984-72-38	储粮	4.0	[4, 4]
1976-26-38	1984-95-38	储粮	4.0	[4, 4]
1958-49-38	1961-30-38	储粮	4.0	[4, 4]
1958-49-38	1971-1-38	储粮	3.0	[3, 3]
1958-49-38	1972-2-38	储粮	4.0	[4, 4]
1958-49-38	1973-48-38	储粮	4.0	[4, 4]
1958-49-38	1990-62-38	储粮	3.0	[3, 3]
1958-49-38	1990-68-38	储粮	4.0	[4, 4]
1958-49-38	1991-82-38	储粮	3.0	[3, 3]
1969-32-38	1973-48-38	储粮	3.0	[3, 3]
1958-49-38	1991-96-38	储粮	3.0	[3, 3]
1971-1-38	1981-71-38	储粮	4.0	[4, 4]
1971-1-38	1973-48-38	储粮	3.0	[3, 3]
1969-25-38	1972-19-38	储粮	3.0	[3, 3]
1969-25-38	1971-1-38	储粮	4.0	[4, 4]
1971-1-38	1972-19-38	储粮	3.0	[3, 3]
1971-1-38	1972-34-38	储粮	4.0	[4, 4]
1984-95-38	1991-92-38	储粮	4.0	[4, 4]
1984-95-38	1991-96-38	储粮	4.0	[4, 4]
1984-95-38	1997-52-38	储粮	4.0	[4, 4]
1984-95-38	1997-59-38	储粮	3.0	[3, 3]
1969-25-38	1972-2-38	储粮	3.0	[3, 3]
1969-25-38	1972-23-38	储粮	4.0	[4, 4]
1969-25-38	1972-3-38	储粮	4.0	[4, 4]
1971-1-38	1976-26-38	储粮	4.0	[4, 4]
1969-25-38	1972-42-38	储粮	4.0	[4, 4]
1984-98-38	1991-58-38	储粮	3.0	[3, 3]
1984-98-38	1991-67-38	储粮	4.0	[4, 4]
1984-98-38	1991-70-38	储粮	4.0	[4, 4]
1969-25-38	1976-26-38	储粮	4.0	[4, 4]
1969-25-38	1981-71-38	储粮	4.0	[4, 4]
1969-25-38	1984-95-38	储粮	4.0	[4, 4]
1981-71-38	1984-72-38	储粮	4.0	[4, 4]
1981-71-38	1984-95-38	储粮	4.0	[4, 4]
1981-71-38	1984-98-38	储粮	4.0	[4, 4]
1969-25-38	1990-68-38	储粮	3.0	[3, 3]
1971-1-38	1972-42-38	储粮	4.0	[4, 4]
1969-25-38	1973-48-38	储粮	3.0	[3, 3]
1958-49-38	1997-53-38	储粮	4.0	[4, 4]
1984-56-38	1990-68-38	储粮	4.0	[4, 4]
1984-56-38	1997-53-38	储粮	4.0	[4, 4]
1958-0-38	1969-7-38	储粮	3.0	[3, 3]
1958-0-38	1969-32-38	储粮	3.0	[3, 3]
1958-0-38	1969-25-38	储粮	3.0	[3, 3]
1958-0-38	1969-20-38	储粮	3.0	[3, 3]
1969-32-38	1984-72-38	储粮	4.0	[4, 4]
1969-32-38	1984-95-38	储粮	4.0	[4, 4]
1969-32-38	1984-98-38	储粮	4.0	[4, 4]
1971-1-38	1991-82-38	储粮	4.0	[4, 4]
1971-1-38	1991-92-38	储粮	4.0	[4, 4]
1971-1-38	1991-96-38	储粮	4.0	[4, 4]
1971-1-38	1995-66-38	储粮	4.0	[4, 4]
1958-0-38	1972-16-38	储粮	3.0	[3, 3]
1969-25-38	1969-7-38	储粮	4.0	[4, 4]
1969-20-38	1997-53-38	储粮	3.0	[3, 3]
1969-32-38	1991-58-38	储粮	3.0	[3, 3]
1969-32-38	1991-67-38	储粮	4.0	[4, 4]
1969-32-38	1991-70-38	储粮	4.0	[4, 4]
1969-32-38	1991-92-38	储粮	4.0	[4, 4]
1969-32-38	1991-96-38	储粮	4.0	[4, 4]
1969-20-38	1997-52-38	储粮	4.0	[4, 4]
1969-20-38	1991-82-38	储粮	4.0	[4, 4]
1969-20-38	1991-58-38	储粮	3.0	[3, 3]
1969-32-38	1995-66-38	储粮	4.0	[4, 4]
1971-1-38	1997-52-38	储粮	4.0	[4, 4]
1969-25-38	1969-32-38	储粮	4.0	[4, 4]
1958-0-38	1972-3-38	储粮	3.0	[3, 3]
1984-56-38	1997-91-38	储粮	4.0	[4, 4]
1958-0-38	1973-48-38	储粮	4.0	[4, 4]
1990-62-38	1990-68-38	储粮	3.0	[3, 3]
1990-62-38	1991-70-38	储粮	4.0	[4, 4]
1990-62-38	1991-82-38	储粮	4.0	[4, 4]
1990-62-38	1991-92-38	储粮	4.0	[4, 4]
1990-62-38	1997-52-38	储粮	4.0	[4, 4]
1990-68-38	1991-58-38	储粮	4.0	[4, 4]
1990-68-38	1991-67-38	储粮	3.0	[3, 3]
1990-68-38	1991-96-38	储粮	3.0	[3, 3]
1990-68-38	1997-52-38	储粮	3.0	[3, 3]
1990-68-38	1997-59-38	储粮	4.0	[4, 4]
1958-0-38	1997-52-38	储粮	3.0	[3, 3]
1958-0-38	1991-82-38	储粮	3.0	[3, 3]
1971-1-38	1984-98-38	储粮	4.0	[4, 4]
1971-1-38	1991-58-38	储粮	3.0	[3, 3]
1971-1-38	1991-67-38	储粮	4.0	[4, 4]
1971-1-38	1991-70-38	储粮	4.0	[4, 4]
1958-0-38	1991-70-38	储粮	3.0	[3, 3]
1958-0-38	1991-67-38	储粮	3.0	[3, 3]
1958-0-38	1991-58-38	储粮	4.0	[4, 4]
1958-0-38	1990-68-38	储粮	4.0	[4, 4]
1958-0-38	1990-62-38	储粮	3.0	[3, 3]
1958-0-38	1984-98-38	储粮	3.0	[3, 3]
1958-0-38	1984-95-38	储粮	3.0	[3, 3]
1958-0-38	1984-72-38	储粮	3.0	[3, 3]
1958-0-38	1976-26-38	储粮	3.0	[3, 3]
1969-32-38	1997-52-38	储粮	4.0	[4, 4]
1969-25-38	1984-98-38	储粮	4.0	[4, 4]
1991-67-38	1991-70-38	储粮	4.0	[4, 4]
1955-37-38	1973-48-38	储粮	4.0	[4, 4]
1972-42-38	1991-92-38	储粮	4.0	[4, 4]
1972-42-38	1991-82-38	储粮	4.0	[4, 4]
1972-42-38	1991-70-38	储粮	4.0	[4, 4]
1972-42-38	1991-67-38	储粮	4.0	[4, 4]
1972-42-38	1991-58-38	储粮	3.0	[3, 3]
1972-42-38	1990-68-38	储粮	3.0	[3, 3]
1972-42-38	1990-62-38	储粮	4.0	[4, 4]
1991-67-38	1991-96-38	储粮	4.0	[4, 4]
1991-67-38	1997-52-38	储粮	4.0	[4, 4]
1991-67-38	1997-59-38	储粮	3.0	[3, 3]
1991-70-38	1991-82-38	储粮	4.0	[4, 4]
1972-42-38	1997-52-38	储粮	4.0	[4, 4]
1955-37-38	1991-70-38	储粮	3.0	[3, 3]
1955-37-38	1991-92-38	储粮	3.0	[3, 3]
1972-19-38	1984-72-38	储粮	3.0	[3, 3]
1972-19-38	1984-98-38	储粮	3.0	[3, 3]
1955-37-38	1991-96-38	储粮	3.0	[3, 3]
1972-19-38	1990-62-38	储粮	3.0	[3, 3]
1955-37-38	1997-52-38	储粮	3.0	[3, 3]
1991-70-38	1991-92-38	储粮	4.0	[4, 4]
1991-70-38	1991-96-38	储粮	4.0	[4, 4]
1991-70-38	1997-52-38	储粮	4.0	[4, 4]
1955-37-38	1997-53-38	储粮	3.0	[3, 3]
1955-37-38	1997-59-38	储粮	4.0	[4, 4]
1955-37-38	1991-82-38	储粮	3.0	[3, 3]
1972-19-38	1990-68-38	储粮	4.0	[4, 4]
1972-42-38	1997-59-38	储粮	3.0	[3, 3]
1991-67-38	1991-82-38	储粮	4.0	[4, 4]
1976-26-38	1997-52-38	储粮	4.0	[4, 4]
1981-71-38	1990-62-38	储粮	4.0	[4, 4]
1981-71-38	1990-68-38	储粮	3.0	[3, 3]
1976-26-38	1997-59-38	储粮	3.0	[3, 3]
1972-19-38	1972-34-38	储粮	3.0	[3, 3]
1972-19-38	1972-42-38	储粮	3.0	[3, 3]
1972-19-38	1973-48-38	储粮	4.0	[4, 4]
1972-19-38	1976-26-38	储粮	3.0	[3, 3]
1972-19-38	1981-71-38	储粮	3.0	[3, 3]
1955-37-38	1969-25-38	储粮	3.0	[3, 3]
1955-37-38	1969-32-38	储粮	3.0	[3, 3]
1991-67-38	1991-92-38	储粮	4.0	[4, 4]
1955-37-38	1969-7-38	储粮	3.0	[3, 3]
1955-37-38	1972-23-38	储粮	3.0	[3, 3]
1955-37-38	1972-34-38	储粮	3.0	[3, 3]
1981-71-38	1991-58-38	储粮	3.0	[3, 3]
1955-37-38	1976-26-38	储粮	3.0	[3, 3]
1955-37-38	1981-71-38	储粮	3.0	[3, 3]
1955-37-38	1984-72-38	储粮	3.0	[3, 3]
1955-37-38	1984-95-38	储粮	3.0	[3, 3]
1955-37-38	1984-98-38	储粮	3.0	[3, 3]
1955-37-38	1990-62-38	储粮	3.0	[3, 3]
1955-37-38	1991-58-38	储粮	4.0	[4, 4]
1955-37-38	1991-67-38	储粮	3.0	[3, 3]
1955-37-38	1971-1-38	储粮	3.0	[3, 3]
1972-19-38	1991-67-38	储粮	3.0	[3, 3]
1972-19-38	1991-70-38	储粮	3.0	[3, 3]
1972-19-38	1991-82-38	储粮	3.0	[3, 3]
1972-23-38	1984-95-38	储粮	4.0	[4, 4]
1972-23-38	1984-98-38	储粮	4.0	[4, 4]
1972-23-38	1990-62-38	储粮	4.0	[4, 4]
1972-23-38	1991-58-38	储粮	3.0	[3, 3]
1972-23-38	1991-67-38	储粮	4.0	[4, 4]
1972-23-38	1991-70-38	储粮	4.0	[4, 4]
1972-23-38	1991-82-38	储粮	4.0	[4, 4]
1972-23-38	1991-92-38	储粮	4.0	[4, 4]
1972-23-38	1991-96-38	储粮	4.0	[4, 4]
1972-34-38	1991-82-38	储粮	4.0	[4, 4]
1972-34-38	1991-70-38	储粮	4.0	[4, 4]
1972-23-38	1984-72-38	储粮	4.0	[4, 4]
1972-34-38	1991-58-38	储粮	3.0	[3, 3]
1972-34-38	1990-62-38	储粮	4.0	[4, 4]
1972-34-38	1984-72-38	储粮	4.0	[4, 4]
1972-23-38	1997-52-38	储粮	4.0	[4, 4]
1972-23-38	1997-59-38	储粮	3.0	[3, 3]
1972-34-38	1981-71-38	储粮	4.0	[4, 4]
1972-34-38	1973-48-38	储粮	3.0	[3, 3]
1981-71-38	1991-67-38	储粮	4.0	[4, 4]
1981-71-38	1991-70-38	储粮	4.0	[4, 4]
1981-71-38	1991-82-38	储粮	4.0	[4, 4]
1981-71-38	1991-92-38	储粮	4.0	[4, 4]
1981-71-38	1991-96-38	储粮	4.0	[4, 4]
1972-34-38	1990-68-38	储粮	3.0	[3, 3]
1972-23-38	1976-26-38	储粮	4.0	[4, 4]
1972-23-38	1973-48-38	储粮	3.0	[3, 3]
1972-23-38	1972-42-38	储粮	4.0	[4, 4]
1991-70-38	1997-59-38	储粮	3.0	[3, 3]
1972-19-38	1991-92-38	储粮	3.0	[3, 3]
1972-19-38	1991-96-38	储粮	3.0	[3, 3]
1972-19-38	1997-53-38	储粮	4.0	[4, 4]
1972-2-38	1981-71-38	储粮	3.0	[3, 3]
1972-2-38	1984-56-38	储粮	4.0	[4, 4]
1972-2-38	1984-72-38	储粮	3.0	[3, 3]
1972-2-38	1990-68-38	储粮	4.0	[4, 4]
1991-82-38	1997-52-38	储粮	4.0	[4, 4]
1991-82-38	1991-92-38	储粮	4.0	[4, 4]
1991-82-38	1991-96-38	储粮	4.0	[4, 4]
1991-82-38	1995-66-38	储粮	4.0	[4, 4]
1991-82-38	1997-59-38	储粮	3.0	[3, 3]
1972-42-38	1984-98-38	储粮	4.0	[4, 4]
1972-42-38	1984-95-38	储粮	4.0	[4, 4]
1972-42-38	1984-72-38	储粮	4.0	[4, 4]
1972-42-38	1981-71-38	储粮	4.0	[4, 4]
1972-42-38	1976-26-38	储粮	4.0	[4, 4]
1972-42-38	1973-48-38	储粮	3.0	[3, 3]
1972-2-38	1991-97-38	储粮	4.0	[4, 4]
1972-2-38	1995-66-38	储粮	3.0	[3, 3]
1972-2-38	1997-53-38	储粮	4.0	[4, 4]
1972-2-38	1997-91-38	储粮	4.0	[4, 4]
1972-23-38	1972-3-38	储粮	4.0	[4, 4]
1972-23-38	1972-34-38	储粮	4.0	[4, 4]
1981-71-38	1997-52-38	储粮	4.0	[4, 4]
1972-19-38	1972-3-38	储粮	3.0	[3, 3]
1991-58-38	1991-67-38	储粮	3.0	[3, 3]
1973-48-38	1981-71-38	储粮	3.0	[3, 3]
1972-3-38	1972-34-38	储粮	4.0	[4, 4]
1955-24-38	1981-71-38	储粮	3.0	[3, 3]
1955-24-38	1984-72-38	储粮	3.0	[3, 3]
1972-16-38	1972-23-38	储粮	4.0	[4, 4]
1972-16-38	1972-3-38	储粮	4.0	[4, 4]
1972-16-38	1972-34-38	储粮	4.0	[4, 4]
1972-16-38	1973-48-38	储粮	3.0	[3, 3]
1984-72-38	1990-62-38	储粮	4.0	[4, 4]
1984-72-38	1990-68-38	储粮	3.0	[3, 3]
1984-72-38	1991-58-38	储粮	3.0	[3, 3]
1984-72-38	1991-67-38	储粮	4.0	[4, 4]
1984-72-38	1991-70-38	储粮	4.0	[4, 4]
1984-72-38	1991-82-38	储粮	4.0	[4, 4]
1972-16-38	1981-71-38	储粮	4.0	[4, 4]
1972-16-38	1984-72-38	储粮	4.0	[4, 4]
1972-16-38	1984-98-38	储粮	4.0	[4, 4]
1972-16-38	1990-62-38	储粮	4.0	[4, 4]
1972-16-38	1991-58-38	储粮	3.0	[3, 3]
1972-16-38	1991-67-38	储粮	4.0	[4, 4]
1972-16-38	1991-92-38	储粮	4.0	[4, 4]
1972-16-38	1991-96-38	储粮	4.0	[4, 4]
1972-16-38	1997-52-38	储粮	4.0	[4, 4]
1972-19-38	1972-23-38	储粮	3.0	[3, 3]
1972-3-38	1976-26-38	储粮	4.0	[4, 4]
1991-97-38	1997-53-38	储粮	4.0	[4, 4]
1972-3-38	1981-71-38	储粮	4.0	[4, 4]
1955-24-38	1972-34-38	储粮	3.0	[3, 3]
1972-34-38	1972-42-38	储粮	4.0	[4, 4]
1955-24-38	1955-37-38	储粮	4.0	[4, 4]
1955-24-38	1969-20-38	储粮	3.0	[3, 3]
1955-24-38	1969-25-38	储粮	3.0	[3, 3]
1972-3-38	1997-52-38	储粮	4.0	[4, 4]
1972-3-38	1991-96-38	储粮	4.0	[4, 4]
1955-24-38	1969-32-38	储粮	3.0	[3, 3]
1955-24-38	1971-1-38	储粮	3.0	[3, 3]
1955-24-38	1971-17-38	储粮	4.0	[4, 4]
1955-24-38	1972-16-38	储粮	3.0	[3, 3]
1955-24-38	1972-19-38	储粮	4.0	[4, 4]
1955-24-38	1972-23-38	储粮	3.0	[3, 3]
1972-3-38	1991-82-38	储粮	4.0	[4, 4]
1972-3-38	1991-70-38	储粮	4.0	[4, 4]
1972-3-38	1991-67-38	储粮	4.0	[4, 4]
1972-3-38	1991-58-38	储粮	3.0	[3, 3]
1972-3-38	1990-62-38	储粮	4.0	[4, 4]
1972-3-38	1984-98-38	储粮	4.0	[4, 4]
1972-3-38	1984-95-38	储粮	4.0	[4, 4]
1972-3-38	1984-72-38	储粮	4.0	[4, 4]
1984-72-38	1984-95-38	储粮	4.0	[4, 4]
1984-72-38	1984-98-38	储粮	4.0	[4, 4]
1955-24-38	1972-3-38	储粮	3.0	[3, 3]
1955-24-38	1976-26-38	储粮	3.0	[3, 3]
1991-96-38	1997-59-38	储粮	3.0	[3, 3]
1981-71-38	1997-59-38	储粮	3.0	[3, 3]
1991-92-38	1997-59-38	储粮	3.0	[3, 3]
1955-24-38	1991-67-38	储粮	3.0	[3, 3]
1955-24-38	1991-70-38	储粮	3.0	[3, 3]
1955-24-38	1991-82-38	储粮	3.0	[3, 3]
1955-24-38	1991-92-38	储粮	3.0	[3, 3]
1955-24-38	1991-96-38	储粮	3.0	[3, 3]
1955-24-38	1991-97-38	储粮	4.0	[4, 4]
1997-52-38	1997-59-38	储粮	3.0	[3, 3]
1997-53-38	1997-91-38	储粮	4.0	[4, 4]
1976-26-38	1991-96-38	储粮	4.0	[4, 4]
1976-26-38	1991-97-38	储粮	4.0	[4, 4]
1991-58-38	1997-59-38	储粮	4.0	[4, 4]
1955-24-38	1997-52-38	储粮	3.0	[3, 3]
1955-24-38	1997-53-38	储粮	4.0	[4, 4]
1955-24-38	1997-59-38	储粮	4.0	[4, 4]
1972-34-38	1997-52-38	储粮	4.0	[4, 4]
1972-34-38	1991-96-38	储粮	4.0	[4, 4]
1976-26-38	1984-72-38	储粮	4.0	[4, 4]
1976-26-38	1981-71-38	储粮	4.0	[4, 4]
1991-58-38	1997-52-38	储粮	3.0	[3, 3]
1991-58-38	1991-96-38	储粮	3.0	[3, 3]
1991-58-38	1991-92-38	储粮	3.0	[3, 3]
1991-58-38	1991-82-38	储粮	3.0	[3, 3]
1991-58-38	1991-70-38	储粮	3.0	[3, 3]
1972-34-38	1991-92-38	储粮	4.0	[4, 4]
1973-48-38	1984-72-38	储粮	3.0	[3, 3]
1991-96-38	1997-52-38	储粮	4.0	[4, 4]
1955-24-38	1990-68-38	储粮	4.0	[4, 4]
1955-24-38	1991-58-38	储粮	4.0	[4, 4]
1955-24-38	1984-95-38	储粮	3.0	[3, 3]
1984-72-38	1997-59-38	储粮	3.0	[3, 3]
1991-92-38	1997-52-38	储粮	4.0	[4, 4]
1991-92-38	1991-96-38	储粮	4.0	[4, 4]
1973-48-38	1997-59-38	储粮	4.0	[4, 4]
1973-48-38	1997-53-38	储粮	4.0	[4, 4]
1976-26-38	1984-98-38	储粮	4.0	[4, 4]
1973-48-38	1991-92-38	储粮	3.0	[3, 3]
1955-24-38	1990-62-38	储粮	3.0	[3, 3]
1976-26-38	1990-62-38	储粮	4.0	[4, 4]
1984-72-38	1995-66-38	储粮	4.0	[4, 4]
1976-26-38	1990-68-38	储粮	3.0	[3, 3]
1973-48-38	1991-82-38	储粮	3.0	[3, 3]
1973-48-38	1991-58-38	储粮	4.0	[4, 4]
1973-48-38	1990-62-38	储粮	3.0	[3, 3]
1973-48-38	1984-98-38	储粮	3.0	[3, 3]
1973-48-38	1984-95-38	储粮	3.0	[3, 3]
1976-26-38	1991-67-38	储粮	4.0	[4, 4]
1976-26-38	1991-82-38	储粮	4.0	[4, 4]
1976-26-38	1991-92-38	储粮	4.0	[4, 4]
1976-26-38	1991-58-38	储粮	3.0	[3, 3]
1984-72-38	1991-96-38	储粮	4.0	[4, 4]
1961-2-21	1986-88-21	出血	4.0	[4, 4]
1961-2-21	1984-77-21	出血	4.0	[4, 4]
1961-2-21	1984-76-21	出血	4.0	[4, 4]
1961-2-21	1989-83-21	出血	4.0	[4, 4]
1961-2-21	1995-74-21	出血	4.0	[4, 4]
1961-2-21	1985-84-21	出血	4.0	[4, 4]
1961-2-21	1997-50-21	出血	4.0	[4, 4]
1961-2-21	2000-98-21	出血	4.0	[4, 4]
1961-2-21	1986-96-21	出血	4.0	[4, 4]
1971-24-21	1989-83-21	出血	4.0	[4, 4]
1961-2-21	1973-43-21	出血	4.0	[4, 4]
1995-74-21	2003-79-21	出血	4.0	[4, 4]
1995-74-21	2003-62-21	出血	4.0	[4, 4]
1995-74-21	2003-57-21	出血	4.0	[4, 4]
1995-74-21	2001-85-21	出血	4.0	[4, 4]
1995-74-21	2001-75-21	出血	3.0	[3, 3]
1995-74-21	2000-98-21	出血	4.0	[4, 4]
1995-74-21	1997-50-21	出血	4.0	[4, 4]
1984-76-21	1984-77-21	出血	4.0	[4, 4]
1984-76-21	1985-84-21	出血	4.0	[4, 4]
1984-76-21	1986-88-21	出血	4.0	[4, 4]
1984-76-21	1989-83-21	出血	4.0	[4, 4]
1984-76-21	1995-74-21	出血	4.0	[4, 4]
1960-26-21	1973-12-21	出血	4.0	[4, 4]
1960-26-21	1971-24-21	出血	4.0	[4, 4]
1960-26-21	1970-32-21	出血	4.0	[4, 4]
1984-76-21	1997-50-21	出血	4.0	[4, 4]
1984-76-21	2000-98-21	出血	4.0	[4, 4]
1984-76-21	2001-85-21	出血	4.0	[4, 4]
1984-76-21	2003-57-21	出血	4.0	[4, 4]
1984-76-21	2003-62-21	出血	4.0	[4, 4]
1960-26-21	1969-14-21	出血	4.0	[4, 4]
1961-2-21	2001-75-21	出血	3.0	[3, 3]
1961-2-21	1962-31-21	出血	4.0	[4, 4]
1961-2-21	1965-41-21	出血	4.0	[4, 4]
1961-2-21	1965-46-21	出血	4.0	[4, 4]
1961-2-21	1966-27-21	出血	4.0	[4, 4]
1961-2-21	1969-14-21	出血	4.0	[4, 4]
1961-2-21	1971-24-21	出血	4.0	[4, 4]
1961-2-21	1973-12-21	出血	4.0	[4, 4]
1961-2-21	1981-80-21	出血	4.0	[4, 4]
1961-2-21	2001-85-21	出血	4.0	[4, 4]
1955-18-21	1956-5-21	出血	4.0	[4, 4]
1961-2-21	2003-62-21	出血	4.0	[4, 4]
1962-31-21	2003-62-21	出血	4.0	[4, 4]
1960-23-21	1973-12-21	出血	4.0	[4, 4]
1960-23-21	1971-24-21	出血	4.0	[4, 4]
1960-23-21	1970-32-21	出血	4.0	[4, 4]
1960-23-21	1969-14-21	出血	4.0	[4, 4]
1960-23-21	1966-27-21	出血	4.0	[4, 4]
1962-31-21	2003-79-21	出血	4.0	[4, 4]
1960-23-21	1965-46-21	出血	4.0	[4, 4]
1962-31-21	2003-57-21	出血	4.0	[4, 4]
1960-23-21	1965-41-21	出血	4.0	[4, 4]
1973-43-21	2003-62-21	出血	4.0	[4, 4]
1973-43-21	2003-57-21	出血	4.0	[4, 4]
1973-43-21	2001-85-21	出血	4.0	[4, 4]
1973-43-21	2000-98-21	出血	4.0	[4, 4]
1973-43-21	1997-50-21	出血	4.0	[4, 4]
1973-43-21	1995-74-21	出血	4.0	[4, 4]
1973-43-21	1989-83-21	出血	4.0	[4, 4]
1973-43-21	1986-88-21	出血	4.0	[4, 4]
1973-43-21	2003-79-21	出血	4.0	[4, 4]
1962-31-21	2001-85-21	出血	4.0	[4, 4]
1962-31-21	2000-98-21	出血	4.0	[4, 4]
1962-31-21	1997-50-21	出血	4.0	[4, 4]
1960-23-21	1973-43-21	出血	4.0	[4, 4]
1981-80-21	2003-57-21	出血	4.0	[4, 4]
1981-80-21	2003-62-21	出血	4.0	[4, 4]
1981-80-21	2003-79-21	出血	4.0	[4, 4]
1962-31-21	1965-41-21	出血	4.0	[4, 4]
1962-31-21	1965-46-21	出血	4.0	[4, 4]
1962-31-21	1966-27-21	出血	4.0	[4, 4]
1962-31-21	1969-14-21	出血	4.0	[4, 4]
1962-31-21	1970-32-21	出血	4.0	[4, 4]
1962-31-21	1971-24-21	出血	4.0	[4, 4]
1962-31-21	1973-12-21	出血	4.0	[4, 4]
1962-31-21	1973-43-21	出血	4.0	[4, 4]
1962-31-21	1981-80-21	出血	4.0	[4, 4]
1962-31-21	1984-76-21	出血	4.0	[4, 4]
1962-31-21	1984-77-21	出血	4.0	[4, 4]
1962-31-21	1985-84-21	出血	4.0	[4, 4]
1962-31-21	1986-88-21	出血	4.0	[4, 4]
1962-31-21	1989-83-21	出血	4.0	[4, 4]
1962-31-21	1995-74-21	出血	4.0	[4, 4]
1973-43-21	1985-84-21	出血	4.0	[4, 4]
1973-43-21	1984-77-21	出血	4.0	[4, 4]
1973-43-21	1984-76-21	出血	4.0	[4, 4]
1989-83-21	1995-74-21	出血	4.0	[4, 4]
1957-21-21	2003-57-21	出血	4.0	[4, 4]
1957-21-21	2003-62-21	出血	4.0	[4, 4]
1957-21-21	2003-79-21	出血	4.0	[4, 4]
1973-43-21	1981-80-21	出血	4.0	[4, 4]
1973-43-21	1979-91-21	出血	4.0	[4, 4]
1989-83-21	1997-50-21	出血	4.0	[4, 4]
1989-83-21	2000-98-21	出血	4.0	[4, 4]
1989-83-21	2001-85-21	出血	4.0	[4, 4]
1960-23-21	1962-31-21	出血	4.0	[4, 4]
1960-23-21	1961-2-21	出血	4.0	[4, 4]
1960-23-21	1960-44-21	出血	4.0	[4, 4]
1989-83-21	2003-57-21	出血	4.0	[4, 4]
1989-83-21	2003-62-21	出血	4.0	[4, 4]
1989-83-21	2003-79-21	出血	4.0	[4, 4]
1960-23-21	1960-26-21	出血	4.0	[4, 4]
1984-77-21	2000-98-21	出血	4.0	[4, 4]
1984-77-21	2001-85-21	出血	4.0	[4, 4]
1984-77-21	2003-57-21	出血	4.0	[4, 4]
1984-77-21	2003-62-21	出血	4.0	[4, 4]
1957-21-21	2001-85-21	出血	4.0	[4, 4]
1960-23-21	1979-91-21	出血	4.0	[4, 4]
1957-21-21	2000-98-21	出血	4.0	[4, 4]
1957-21-21	1995-74-21	出血	4.0	[4, 4]
1957-21-21	1960-23-21	出血	4.0	[4, 4]
1957-21-21	1960-26-21	出血	4.0	[4, 4]
1957-21-21	1960-44-21	出血	4.0	[4, 4]
1957-21-21	1961-2-21	出血	4.0	[4, 4]
1957-21-21	1962-31-21	出血	4.0	[4, 4]
1957-21-21	1965-41-21	出血	4.0	[4, 4]
1957-21-21	1965-46-21	出血	4.0	[4, 4]
1957-21-21	1966-27-21	出血	4.0	[4, 4]
1957-21-21	1969-14-21	出血	4.0	[4, 4]
1957-21-21	1970-32-21	出血	4.0	[4, 4]
1957-21-21	1971-24-21	出血	4.0	[4, 4]
1957-21-21	1973-12-21	出血	4.0	[4, 4]
1957-21-21	1973-43-21	出血	4.0	[4, 4]
1957-21-21	1981-80-21	出血	4.0	[4, 4]
1957-21-21	1984-76-21	出血	4.0	[4, 4]
1957-21-21	1984-77-21	出血	4.0	[4, 4]
1957-21-21	1985-84-21	出血	4.0	[4, 4]
1957-21-21	1986-88-21	出血	4.0	[4, 4]
1957-21-21	1989-83-21	出血	4.0	[4, 4]
1957-21-21	1997-50-21	出血	4.0	[4, 4]
1960-23-21	1981-80-21	出血	4.0	[4, 4]
1960-23-21	1984-76-21	出血	4.0	[4, 4]
1960-23-21	1984-77-21	出血	4.0	[4, 4]
1955-18-21	1973-12-21	出血	4.0	[4, 4]
1955-18-21	1971-24-21	出血	4.0	[4, 4]
1955-18-21	1970-32-21	出血	4.0	[4, 4]
1955-18-21	1969-14-21	出血	4.0	[4, 4]
1955-18-21	1966-27-21	出血	4.0	[4, 4]
1955-18-21	1965-46-21	出血	4.0	[4, 4]
1955-18-21	1965-41-21	出血	4.0	[4, 4]
1955-18-21	1962-31-21	出血	4.0	[4, 4]
1955-18-21	1961-2-21	出血	4.0	[4, 4]
1955-18-21	1960-44-21	出血	4.0	[4, 4]
1955-18-21	1960-26-21	出血	4.0	[4, 4]
1955-18-21	1960-23-21	出血	4.0	[4, 4]
1955-18-21	1957-21-21	出血	4.0	[4, 4]
1969-14-21	1970-32-21	出血	4.0	[4, 4]
1986-88-21	2003-79-21	出血	4.0	[4, 4]
1986-88-21	2003-62-21	出血	4.0	[4, 4]
